drug	tau	P-value
BRD-K59369769-001-19-5_3.33um_24_0	0.0220100842416286	0.310578107833862
BRD-K59369769-001-19-5_3.33um_24_25	-0.0356773659586906	0.100232392549515
BRD-K59369769-001-19-5_3.33um_3_0	-0.00204719020985067	0.924933433532715
BRD-K59369769-001-19-5_3.33um_3_4	-0.0202598161995411	0.35063099861145
BRD-K63068307-001-07-1_0.04um_24_0	-0.0285557359457016	0.18830843269825
BRD-K63068307-001-07-1_0.04um_24_25	0.0496304072439671	0.0222184658050537
BRD-K63068307-001-07-1_0.04um_3_0	-0.0295737497508526	0.173038735985756
BRD-K63068307-001-07-1_0.04um_3_4	-0.0358247123658657	0.0988372415304184
BRD-K63068307-001-07-1_0.12um_24_0	0.0243408009409904	0.262119054794312
BRD-K63068307-001-07-1_0.12um_24_25	-0.0464200936257839	0.0324601270258427
BRD-K63068307-001-07-1_0.12um_3_0	-0.0201794467866421	0.352545619010925
BRD-K63068307-001-07-1_0.12um_3_4	-0.0120219402015209	0.579711079597473
BRD-K63068307-001-07-1_0.37um_24_0	-0.0212890151888132	0.326698660850525
BRD-K63068307-001-07-1_0.37um_24_25	0.0215903781354427	0.319896101951599
BRD-K63068307-001-07-1_0.37um_3_0	-0.063587911427021	0.00339285610243678
BRD-K63068307-001-07-1_0.37um_3_4	-0.0413568131625652	0.0567270740866661
BRD-K63068307-001-07-1_1.11um_24_0	-0.0369856059551239	0.0883801504969597
BRD-K63068307-001-07-1_1.11um_24_25	-0.00812401808798313	0.708247780799866
BRD-K63068307-001-07-1_1.11um_3_0	-0.00657020788639784	0.762180387973785
BRD-K63068307-001-07-1_1.11um_3_4	0.00986982323229313	0.649362325668335
BRD-K63068307-001-07-1_10.0um_24_0	0.0332886055111885	0.125111818313599
BRD-K63068307-001-07-1_10.0um_24_25	-0.016933411359787	0.4353306889534
BRD-K63068307-001-07-1_10.0um_3_0	-0.0352264046669006	0.104600079357624
BRD-K63068307-001-07-1_10.0um_3_4	-0.0282878372818232	0.192487269639969
BRD-K63068307-001-07-1_3.33um_24_0	0.0154242496937513	0.477352142333984
BRD-K63068307-001-07-1_3.33um_24_25	-0.0442367196083069	0.0415400080382824
BRD-K63068307-001-07-1_3.33um_3_0	-0.0523474030196667	0.0158741902559996
BRD-K63068307-001-07-1_3.33um_3_4	-0.0345611236989498	0.111317917704582
BRD-K63923597-001-09-2_0.04um_24_0	0.0116781368851662	0.590600490570068
BRD-K63923597-001-09-2_0.04um_24_25	0.0269751343876123	0.213951230049133
BRD-K63923597-001-09-2_0.04um_3_0	0.0153081603348255	0.480674028396606
BRD-K63923597-001-09-2_0.04um_3_4	0.0239076986908913	0.270704388618469
BRD-K63923597-001-09-2_0.12um_24_0	-0.00790523458272219	0.715760946273804
BRD-K63923597-001-09-2_0.12um_24_25	0.0336547344923019	0.121013045310974
BRD-K63923597-001-09-2_0.12um_3_0	0.0234522707760334	0.279938220977783
BRD-K63923597-001-09-2_0.12um_3_4	-0.0385215543210506	0.0759352594614029
BRD-K63923597-001-09-2_0.37um_24_0	0.0118612013757229	0.584790468215942
BRD-K63923597-001-09-2_0.37um_24_25	0.0338199399411678	0.119198322296143
BRD-K63923597-001-09-2_0.37um_3_0	-0.00601208629086614	0.781854271888733
BRD-K63923597-001-09-2_0.37um_3_4	-0.0265911463648081	0.220544517040253
BRD-K63923597-001-09-2_1.11um_24_0	-0.0143392607569695	0.508883595466614
BRD-K63923597-001-09-2_1.11um_24_25	0.0511440336704254	0.0184553861618042
BRD-K63923597-001-09-2_1.11um_3_0	0.0485766753554344	0.0252169370651245
BRD-K63923597-001-09-2_1.11um_3_4	0.0184559654444456	0.39518404006958
BRD-K63923597-001-09-2_10.0um_24_0	0.0270733647048473	0.212287664413452
BRD-K63923597-001-09-2_10.0um_24_25	0.0219698995351791	0.31146252155304
BRD-K63923597-001-09-2_10.0um_3_0	-0.0199383366852999	0.358328938484192
BRD-K63923597-001-09-2_10.0um_3_4	0.0274127013981342	0.206612825393677
BRD-K63923597-001-09-2_3.33um_24_0	-0.0417675897479057	0.0543126799166203
BRD-K63923597-001-09-2_3.33um_24_25	0.0074542723596096	0.73133373260498
BRD-K63923597-001-09-2_3.33um_3_0	0.0189471133053303	0.382726669311523
BRD-K63923597-001-09-2_3.33um_3_4	0.00794988498091698	0.714225292205811
BRD-K64052750-001-14-2_0.04um_24_0	0.00560130877420306	0.796424746513367
BRD-K64052750-001-14-2_0.04um_24_25	-0.00630677444860339	0.771448194980621
BRD-K64052750-001-14-2_0.04um_3_0	-0.0152277909219265	0.482981085777283
BRD-K64052750-001-14-2_0.04um_3_4	-0.0258901473134756	0.232954442501068
BRD-K64052750-001-14-2_0.12um_24_0	-0.022894149646163	0.291543066501617
BRD-K64052750-001-14-2_0.12um_24_25	0.0247158594429493	0.254837512969971
BRD-K64052750-001-14-2_0.12um_3_0	-0.0674992278218269	0.00187139981426299
BRD-K64052750-001-14-2_0.12um_3_4	-0.014790222980082	0.495646834373474
BRD-K64052750-001-14-2_0.37um_24_0	0.0230593532323837	0.288074731826782
BRD-K64052750-001-14-2_0.37um_24_25	0.043817013502121	0.0435119867324829
BRD-K64052750-001-14-2_0.37um_3_0	-0.0183711312711239	0.39736020565033
BRD-K64052750-001-14-2_0.37um_3_4	-0.0208983067423105	0.335655689239502
BRD-K64052750-001-14-2_1.11um_24_0	0.0387983843684196	0.0738520622253418
BRD-K64052750-001-14-2_1.11um_24_25	-0.00256512709893286	0.906000256538391
BRD-K64052750-001-14-2_1.11um_3_0	-0.00528876064345241	0.807559013366699
BRD-K64052750-001-14-2_1.11um_3_4	-0.0310873743146658	0.152073800563812
BRD-K64052750-001-14-2_10.0um_24_0	0.0160493459552526	0.459682941436768
BRD-K64052750-001-14-2_10.0um_24_25	0.015339414589107	0.479778289794922
BRD-K64052750-001-14-2_10.0um_3_0	0.0198445729911327	0.360594034194946
BRD-K64052750-001-14-2_10.0um_3_4	-0.00714618945494294	0.742036938667297
BRD-K64052750-001-14-2_3.33um_24_0	0.0635812878608704	0.00339627265930176
BRD-K64052750-001-14-2_3.33um_24_25	0.0449823699891567	0.0382230281829834
BRD-K64052750-001-14-2_3.33um_3_0	-0.00175696692895144	0.935561895370483
BRD-K64052750-001-14-2_3.33um_3_4	-0.0367623567581177	0.0903187319636345
BRD-K64800655-001-06-6_0.04um_24_0	0.0411648191511631	0.0578857660293579
BRD-K64800655-001-06-6_0.04um_24_25	0.0169110856950283	0.435936331748962
BRD-K64800655-001-06-6_0.04um_3_0	-0.0195454191416502	0.367880642414093
BRD-K64800655-001-06-6_0.04um_3_4	0.0244568902999163	0.259850025177002
BRD-K64800655-001-06-6_0.12um_24_0	0.0527782142162323	0.0150302648544312
BRD-K64800655-001-06-6_0.12um_24_25	0.0498090088367462	0.0217422246932983
BRD-K64800655-001-06-6_0.12um_3_0	-0.0127899153158069	0.55573308467865
BRD-K64800655-001-06-6_0.12um_3_4	-0.0215591229498386	0.320597171783447
BRD-K64800655-001-06-6_0.37um_24_0	0.0408210158348083	0.0600098371505737
BRD-K64800655-001-06-6_0.37um_24_25	0.0223092380911112	0.304047226905823
BRD-K64800655-001-06-6_0.37um_3_0	0.0365926884114742	0.0918147563934326
BRD-K64800655-001-06-6_0.37um_3_4	0.0125443423166871	0.563347578048706
BRD-K64800655-001-06-6_1.11um_24_0	0.0329760573804379	0.128695726394653
BRD-K64800655-001-06-6_1.11um_24_25	0.0572208613157272	0.00838053226470947
BRD-K64800655-001-06-6_1.11um_3_0	0.0711917653679848	0.0010378360748291
BRD-K64800655-001-06-6_1.11um_3_4	-0.0109637416899204	0.613523483276367
BRD-K64800655-001-06-6_10.0um_24_0	-0.0182595066726208	0.400234758853912
BRD-K64800655-001-06-6_10.0um_24_25	-0.00720869889482856	0.739861130714417
BRD-K64800655-001-06-6_10.0um_3_0	0.00606790510937572	0.779880404472351
BRD-K64800655-001-06-6_10.0um_3_4	-0.0175406467169523	0.419044196605682
BRD-K64800655-001-06-6_3.33um_24_0	0.0277609694749117	0.2009037733078
BRD-K64800655-001-06-6_3.33um_24_25	0.0701112374663353	0.00123679637908936
BRD-K64800655-001-06-6_3.33um_3_0	0.0313106253743172	0.149152636528015
BRD-K64800655-001-06-6_3.33um_3_4	-0.0228093154728413	0.29333484172821
BRD-K64890080-001-12-0_0.04um_24_0	0.00285981525667012	0.895251035690308
BRD-K64890080-001-12-0_0.04um_24_25	-0.0284217856824398	0.190389424562454
BRD-K64890080-001-12-0_0.04um_3_0	-0.00713279470801353	0.742503523826599
BRD-K64890080-001-12-0_0.04um_3_4	-0.00348937651142478	0.872353494167328
BRD-K64890080-001-12-0_0.12um_24_0	-0.00465026963502169	0.830424010753632
BRD-K64890080-001-12-0_0.12um_24_25	0.00981177855283022	0.651287794113159
BRD-K64890080-001-12-0_0.12um_3_0	0.00897682830691338	0.679237723350525
BRD-K64890080-001-12-0_0.12um_3_4	0.0222511924803257	0.305307269096375
BRD-K64890080-001-12-0_0.37um_24_0	-0.0352576598525047	0.104292571544647
BRD-K64890080-001-12-0_0.37um_24_25	-0.0274082366377115	0.206686615943909
BRD-K64890080-001-12-0_0.37um_3_0	0.00401624338701367	0.853272080421448
BRD-K64890080-001-12-0_0.37um_3_4	-0.0144910700619221	0.504407048225403
BRD-K64890080-001-12-0_1.11um_24_0	-0.061944805085659	0.00431728735566139
BRD-K64890080-001-12-0_1.11um_24_25	-0.0160895306617022	0.458559691905975
BRD-K64890080-001-12-0_1.11um_3_0	-0.0425846800208092	0.0497646071016788
BRD-K64890080-001-12-0_1.11um_3_4	0.0273323319852352	0.20794677734375
BRD-K64890080-001-12-0_10.0um_24_0	-0.0401468053460121	0.0643630102276802
BRD-K64890080-001-12-0_10.0um_24_25	-0.0617260187864304	0.00445626769214869
BRD-K64890080-001-12-0_10.0um_3_0	-0.0080882990732789	0.70947253704071
BRD-K64890080-001-12-0_10.0um_3_4	-0.0327483452856541	0.1313566416502
BRD-K64890080-001-12-0_3.33um_24_0	-0.0338377989828587	0.119003459811211
BRD-K64890080-001-12-0_3.33um_24_25	0.0167146269232035	0.441287040710449
BRD-K64890080-001-12-0_3.33um_3_0	-0.0164110083132982	0.449629604816437
BRD-K64890080-001-12-0_3.33um_3_4	0.0133346421644092	0.539024114608765
BRD-K65182930-001-02-4_0.04um_24_0	-0.029761279001832	0.17032977938652
BRD-K65182930-001-02-4_0.04um_24_25	-0.0389412641525269	0.0727953389286995
BRD-K65182930-001-02-4_0.04um_3_0	0.0215725172311068	0.3202965259552
BRD-K65182930-001-02-4_0.04um_3_4	0.0150224016979337	0.488904237747192
BRD-K65182930-001-02-4_0.12um_24_0	-0.0106422631070018	0.623965263366699
BRD-K65182930-001-02-4_0.12um_24_25	-0.0109056970104575	0.615403056144714
BRD-K65182930-001-02-4_0.12um_3_0	-0.0389903783798218	0.0724349468946457
BRD-K65182930-001-02-4_0.12um_3_4	-0.00255619711242616	0.906326234340668
BRD-K65182930-001-02-4_0.37um_24_0	-0.00600762106478214	0.782012283802032
BRD-K65182930-001-02-4_0.37um_24_25	-0.0287923794239759	0.18467316031456
BRD-K65182930-001-02-4_0.37um_3_0	-0.00780254043638706	0.719297051429749
BRD-K65182930-001-02-4_0.37um_3_4	-0.0463799089193344	0.0326104797422886
BRD-K65182930-001-02-4_1.11um_24_0	0.00565042346715927	0.794678807258606
BRD-K65182930-001-02-4_1.11um_24_25	0.00968675874173641	0.655442953109741
BRD-K65182930-001-02-4_1.11um_3_0	0.0189024638384581	0.383849143981934
BRD-K65182930-001-02-4_1.11um_3_4	0.0389457270503044	0.0727624893188477
BRD-K65182930-001-02-4_10.0um_24_0	-0.0177504997700453	0.413500189781189
BRD-K65182930-001-02-4_10.0um_24_25	0.00785165559500456	0.717605113983154
BRD-K65182930-001-02-4_10.0um_3_0	-0.0338601246476173	0.118760176002979
BRD-K65182930-001-02-4_10.0um_3_4	0.00708368001505733	0.744214773178101
BRD-K65182930-001-02-4_3.33um_24_0	-0.0260776747018099	0.229587018489838
BRD-K65182930-001-02-4_3.33um_24_25	-0.0263545028865337	0.224679708480835
BRD-K65182930-001-02-4_3.33um_3_0	0.0470585823059082	0.0301498174667358
BRD-K65182930-001-02-4_3.33um_3_4	0.0101020019501448	0.64168381690979
BRD-K67868012-001-06-8_0.04um_24_0	0.00890538841485977	0.681650400161743
BRD-K67868012-001-06-8_0.04um_24_25	0.0170896854251623	0.431104779243469
BRD-K67868012-001-06-8_0.04um_3_0	0.0160002317279577	0.461057901382446
BRD-K67868012-001-06-8_0.04um_3_4	-0.0409862212836742	0.0589812658727169
BRD-K67868012-001-06-8_0.12um_24_0	-0.00348937651142478	0.872353494167328
BRD-K67868012-001-06-8_0.12um_24_25	0.00677559664472938	0.754978179931641
BRD-K67868012-001-06-8_0.12um_3_0	-0.0246979985386133	0.255181074142456
BRD-K67868012-001-06-8_0.12um_3_4	-0.0104725947603583	0.629507064819336
BRD-K67868012-001-06-8_0.37um_24_0	-0.0149152427911758	0.492010056972504
BRD-K67868012-001-06-8_0.37um_24_25	0.00855712126940489	0.693458795547485
BRD-K67868012-001-06-8_0.37um_3_0	-0.0212153196334839	0.32837575674057
BRD-K67868012-001-06-8_0.37um_3_4	-0.00428860681131482	0.843440771102905
BRD-K67868012-001-06-8_1.11um_24_0	0.0127050811424851	0.558357834815979
BRD-K67868012-001-06-8_1.11um_24_25	0.00486012315377593	0.822892069816589
BRD-K67868012-001-06-8_1.11um_3_0	-0.0186568908393383	0.390058398246765
BRD-K67868012-001-06-8_1.11um_3_4	-0.00036389532033354	0.986705005168915
BRD-K67868012-001-06-8_10.0um_24_0	0.000997921451926231	0.963408946990967
BRD-K67868012-001-06-8_10.0um_24_25	-0.0319491140544415	0.141034573316574
BRD-K67868012-001-06-8_10.0um_3_0	-0.0328063890337944	0.130674347281456
BRD-K67868012-001-06-8_10.0um_3_4	-0.0265464968979359	0.221320509910583
BRD-K67868012-001-06-8_3.33um_24_0	-0.00456097023561597	0.833633840084076
BRD-K67868012-001-06-8_3.33um_24_25	-0.0100886067375541	0.6421257853508
BRD-K67868012-001-06-8_3.33um_3_0	0.014879522845149	0.493047595024109
BRD-K67868012-001-06-8_3.33um_3_4	-0.03206966817379	0.139540642499924
BRD-K68065987-003-02-6_0.04um_24_0	0.0464870668947697	0.0322108268737793
BRD-K68065987-003-02-6_0.04um_24_25	0.003301847493276	0.87916374206543
BRD-K68065987-003-02-6_0.04um_3_0	0.00112294068094343	0.958818316459656
BRD-K68065987-003-02-6_0.04um_3_4	-0.0445046201348305	0.0403212495148182
BRD-K68065987-003-02-6_0.12um_24_0	0.0472996942698956	0.0293148756027222
BRD-K68065987-003-02-6_0.12um_24_25	-0.0307569671422243	0.156476750969887
BRD-K68065987-003-02-6_0.12um_3_0	-0.000328175519825891	0.988017976284027
BRD-K68065987-003-02-6_0.12um_3_4	0.0277877599000931	0.200469493865967
BRD-K68065987-003-02-6_0.37um_24_0	-0.0204919949173927	0.345137119293213
BRD-K68065987-003-02-6_0.37um_24_25	-0.0106645878404379	0.623237669467926
BRD-K68065987-003-02-6_0.37um_3_0	-0.0617126263678074	0.00446490338072181
BRD-K68065987-003-02-6_0.37um_3_4	-0.00130600458942354	0.952098965644836
BRD-K68065987-003-02-6_1.11um_24_0	0.0169512704014778	0.434846520423889
BRD-K68065987-003-02-6_1.11um_24_25	-0.0135712856426835	0.531844615936279
BRD-K68065987-003-02-6_1.11um_3_0	0.0500858351588249	0.0210216045379639
BRD-K68065987-003-02-6_1.11um_3_4	-0.01180315669626	0.586629807949066
BRD-K68065987-003-02-6_10.0um_24_0	-0.0170718245208263	0.431586503982544
BRD-K68065987-003-02-6_10.0um_24_25	-0.0357934571802616	0.0991319045424461
BRD-K68065987-003-02-6_10.0um_3_0	-0.0264661274850368	0.222722351551056
BRD-K68065987-003-02-6_10.0um_3_4	-0.0336770601570606	0.120766565203667
BRD-K68065987-003-02-6_3.33um_24_0	0.0222065430134535	0.306278944015503
BRD-K68065987-003-02-6_3.33um_24_25	0.013142648153007	0.544884443283081
BRD-K68065987-003-02-6_3.33um_3_0	0.00140869896858931	0.948330998420715
BRD-K68065987-003-02-6_3.33um_3_4	-0.0117897614836693	0.587054669857025
BRD-K68174511-001-05-8_0.04um_24_0	0.00214541959576309	0.92133903503418
BRD-K68174511-001-05-8_0.04um_24_25	-0.019679369404912	0.364606738090515
BRD-K68174511-001-05-8_0.04um_3_0	-0.00872678961604834	0.68769645690918
BRD-K68174511-001-05-8_0.04um_3_4	0.0256668981164694	0.237008571624756
BRD-K68174511-001-05-8_0.12um_24_0	0.0015024634776637	0.944891691207886
BRD-K68174511-001-05-8_0.12um_24_25	-0.0542382597923279	0.012457269243896
BRD-K68174511-001-05-8_0.12um_3_0	0.0203669741749763	0.348088502883911
BRD-K68174511-001-05-8_0.12um_3_4	-0.0361640490591526	0.0956831723451614
BRD-K68174511-001-05-8_0.37um_24_0	-0.0170628949999809	0.431827545166016
BRD-K68174511-001-05-8_0.37um_24_25	-0.0687896087765694	0.00152769195847213
BRD-K68174511-001-05-8_0.37um_3_0	-0.0226441118866205	0.296845376491547
BRD-K68174511-001-05-8_0.37um_3_4	-0.0116200922057033	0.592448174953461
BRD-K68174511-001-05-8_1.11um_24_0	-0.0477461889386177	0.0278212409466505
BRD-K68174511-001-05-8_1.11um_24_25	-0.0515949949622154	0.0174478776752949
BRD-K68174511-001-05-8_1.11um_3_0	-0.0641504973173141	0.00312036625109613
BRD-K68174511-001-05-8_1.11um_3_4	-0.0282789077609777	0.192627742886543
BRD-K68174511-001-05-8_10.0um_24_0	-0.0578906089067459	0.00764859514310956
BRD-K68174511-001-05-8_10.0um_24_25	-0.0485588163137436	0.0252707023173571
BRD-K68174511-001-05-8_10.0um_3_0	0.0332394912838936	0.125669717788696
BRD-K68174511-001-05-8_10.0um_3_4	0.00453418027609587	0.83459734916687
BRD-K68174511-001-05-8_3.33um_24_0	-0.0614536553621292	0.0046349368058145
BRD-K68174511-001-05-8_3.33um_24_25	-0.0654676705598831	0.00255868933163583
BRD-K68174511-001-05-8_3.33um_3_0	-0.0243229400366545	0.262469232082367
BRD-K68174511-001-05-8_3.33um_3_4	-0.0605561956763268	0.00527051743119955
BRD-K69932463-001-09-8_0.04um_24_0	0.0373695939779282	0.0851243734359741
BRD-K69932463-001-09-8_0.04um_24_25	0.0364587381482124	0.0930099487304688
BRD-K69932463-001-09-8_0.04um_3_0	0.0611187852919102	0.00486350059509277
BRD-K69932463-001-09-8_0.04um_3_4	0.0480408780276775	0.0268718004226685
BRD-K69932463-001-09-8_0.12um_24_0	-0.0116022322326899	0.593017220497131
BRD-K69932463-001-09-8_0.12um_24_25	-0.0519120097160339	0.0167688336223364
BRD-K69932463-001-09-8_0.12um_3_0	-0.00487798312678933	0.822251796722412
BRD-K69932463-001-09-8_0.12um_3_4	0.0425043106079102	0.0501973628997803
BRD-K69932463-001-09-8_0.37um_24_0	0.0317615866661072	0.143382906913757
BRD-K69932463-001-09-8_0.37um_24_25	0.0116245578974485	0.592305898666382
BRD-K69932463-001-09-8_0.37um_3_0	0.0221484992653131	0.307544946670532
BRD-K69932463-001-09-8_0.37um_3_4	0.0299086216837168	0.168223738670349
BRD-K69932463-001-09-8_1.11um_24_0	0.0202821400016546	0.35010027885437
BRD-K69932463-001-09-8_1.11um_24_25	0.0144151654094458	0.506642699241638
BRD-K69932463-001-09-8_1.11um_3_0	-0.0219966899603605	0.310872793197632
BRD-K69932463-001-09-8_1.11um_3_4	-0.0140222478657961	0.518298268318176
BRD-K69932463-001-09-8_10.0um_24_0	0.0199874527752399	0.357146024703979
BRD-K69932463-001-09-8_10.0um_24_25	0.00498514249920845	0.818412661552429
BRD-K69932463-001-09-8_10.0um_3_0	-0.0137766748666763	0.525652825832367
BRD-K69932463-001-09-8_10.0um_3_4	-0.00328398775309324	0.879812777042389
BRD-K69932463-001-09-8_3.33um_24_0	0.0358693599700928	0.0984175205230713
BRD-K69932463-001-09-8_3.33um_24_25	-0.0204473435878754	0.346189379692078
BRD-K69932463-001-09-8_3.33um_3_0	-0.00940546579658985	0.664830982685089
BRD-K69932463-001-09-8_3.33um_3_4	-0.00872678961604834	0.68769645690918
BRD-K70401845-001-07-4_0.04um_24_0	-0.0275287907570601	0.204696774482727
BRD-K70401845-001-07-4_0.04um_24_25	-0.0296987686306238	0.171229213476181
BRD-K70401845-001-07-4_0.04um_3_0	-0.010785142891109	0.619314908981323
BRD-K70401845-001-07-4_0.04um_3_4	-0.0760407224297523	0.000459246279206127
BRD-K70401845-001-07-4_0.12um_24_0	-0.0550687462091446	0.0111748278141022
BRD-K70401845-001-07-4_0.12um_24_25	0.0145267900079489	0.503356695175171
BRD-K70401845-001-07-4_0.12um_3_0	0.020858122035861	0.336585879325867
BRD-K70401845-001-07-4_0.12um_3_4	0.0143258664757013	0.509279489517212
BRD-K70401845-001-07-4_0.37um_24_0	-0.0189069285988808	0.383736729621887
BRD-K70401845-001-07-4_0.37um_24_25	0.0766658186912537	0.0004119873046875
BRD-K70401845-001-07-4_0.37um_3_0	-0.0137588148936629	0.526189804077148
BRD-K70401845-001-07-4_0.37um_3_4	-0.0270019248127937	0.213496625423431
BRD-K70401845-001-07-4_1.11um_24_0	0.0545508079230785	0.0119600296020508
BRD-K70401845-001-07-4_1.11um_24_25	0.00111624447163194	0.959064245223999
BRD-K70401845-001-07-4_1.11um_3_0	0.00629337970167398	0.771920323371887
BRD-K70401845-001-07-4_1.11um_3_4	0.0134953809902072	0.534142136573792
BRD-K70401845-001-07-4_10.0um_24_0	-0.0176388770341873	0.416443645954132
BRD-K70401845-001-07-4_10.0um_24_25	-0.0466031581163406	0.0317827239632607
BRD-K70401845-001-07-4_10.0um_3_0	0.0462370291352272	0.0331498384475708
BRD-K70401845-001-07-4_10.0um_3_4	0.0311811398714781	0.15084171295166
BRD-K70401845-001-07-4_3.33um_24_0	0.0357354134321213	0.0996809005737305
BRD-K70401845-001-07-4_3.33um_24_25	0.0097135491669178	0.65455174446106
BRD-K70401845-001-07-4_3.33um_3_0	-0.0107628172263503	0.620040595531464
BRD-K70401845-001-07-4_3.33um_3_4	-0.053608700633049	0.0135146183893085
BRD-K72414522-001-05-9_0.04um_24_0	0.0761702060699463	0.000449061393737793
BRD-K72414522-001-05-9_0.04um_24_25	-0.0203267894685268	0.349040567874908
BRD-K72414522-001-05-9_0.04um_3_0	0.0287164747714996	0.18583345413208
BRD-K72414522-001-05-9_0.04um_3_4	-0.00140423409175128	0.948494791984558
BRD-K72414522-001-05-9_0.12um_24_0	-0.000716628157533705	0.973741829395294
BRD-K72414522-001-05-9_0.12um_24_25	0.0140579678118229	0.51723301410675
BRD-K72414522-001-05-9_0.12um_3_0	-0.0296764429658651	0.171551302075386
BRD-K72414522-001-05-9_0.12um_3_4	-0.0288102384656668	0.18440093100071
BRD-K72414522-001-05-9_0.37um_24_0	0.0165896080434322	0.444711446762085
BRD-K72414522-001-05-9_0.37um_24_25	-0.0156519636511803	0.470872759819031
BRD-K72414522-001-05-9_0.37um_3_0	0.0173173975199461	0.424989819526672
BRD-K72414522-001-05-9_0.37um_3_4	-0.0211751349270344	0.329292833805084
BRD-K72414522-001-05-9_1.11um_24_0	-0.0212733633816242	0.327053904533386
BRD-K72414522-001-05-9_1.11um_24_25	-0.034136950969696	0.115775898098946
BRD-K72414522-001-05-9_1.11um_3_0	-0.0103654349222779	0.633017897605896
BRD-K72414522-001-05-9_1.11um_3_4	-0.0453172437846661	0.036808256059885
BRD-K72414522-001-05-9_10.0um_24_0	-0.0106199383735657	0.624693274497986
BRD-K72414522-001-05-9_10.0um_24_25	-0.00708814477548003	0.744059205055237
BRD-K72414522-001-05-9_10.0um_3_0	-0.0317080058157444	0.144059300422668
BRD-K72414522-001-05-9_10.0um_3_4	-0.0260866060853004	0.229427576065063
BRD-K72414522-001-05-9_3.33um_24_0	-0.0545150898396969	0.0120159983634949
BRD-K72414522-001-05-9_3.33um_24_25	-0.0578191690146923	0.00772384135052562
BRD-K72414522-001-05-9_3.33um_3_0	0.00505658192560077	0.815855622291565
BRD-K72414522-001-05-9_3.33um_3_4	0.046324148774147	0.0328202247619629
BRD-K72636697-001-03-1_0.04um_24_0	0.0342173203825951	0.114920616149902
BRD-K72636697-001-03-1_0.04um_24_25	-0.00670862197875977	0.757324397563934
BRD-K72636697-001-03-1_0.04um_3_0	-0.0270153190940619	0.213269531726837
BRD-K72636697-001-03-1_0.04um_3_4	-0.0160136260092258	0.46068263053894
BRD-K72636697-001-03-1_0.12um_24_0	0.032310776412487	0.136589407920837
BRD-K72636697-001-03-1_0.12um_24_25	0.0327215567231178	0.131672382354736
BRD-K72636697-001-03-1_0.12um_3_0	-0.055448267608881	0.0106288408860564
BRD-K72636697-001-03-1_0.12um_3_4	-0.023184372112155	0.285468757152557
BRD-K72636697-001-03-1_0.37um_24_0	-0.0035876058973372	0.868789911270142
BRD-K72636697-001-03-1_0.37um_24_25	0.0117049273103476	0.589748501777649
BRD-K72636697-001-03-1_0.37um_3_0	-0.0379969626665115	0.0800146088004112
BRD-K72636697-001-03-1_0.37um_3_4	-0.0335029251873493	0.122699603438377
BRD-K72636697-001-03-1_1.11um_24_0	0.00757482694461942	0.72715950012207
BRD-K72636697-001-03-1_1.11um_24_25	0.0566180907189846	0.00909209251403809
BRD-K72636697-001-03-1_1.11um_3_0	-0.00591385690495372	0.785331785678864
BRD-K72636697-001-03-1_1.11um_3_4	0.0102002313360572	0.638446688652039
BRD-K72636697-001-03-1_10.0um_24_0	-0.00883841421455145	0.683915376663208
BRD-K72636697-001-03-1_10.0um_24_25	-0.0304176285862923	0.161098629236221
BRD-K72636697-001-03-1_10.0um_3_0	-0.0250373370945454	0.248709380626678
BRD-K72636697-001-03-1_10.0um_3_4	-0.0414996929466724	0.0558773353695869
BRD-K72636697-001-03-1_3.33um_24_0	-0.0220592003315687	0.309499680995941
BRD-K72636697-001-03-1_3.33um_24_25	0.0245506539940834	0.258027315139771
BRD-K72636697-001-03-1_3.33um_3_0	-0.0168887600302696	0.436542451381683
BRD-K72636697-001-03-1_3.33um_3_4	-0.0306185521185398	0.158349707722664
BRD-K76908866-001-06-8_0.04um_24_0	0.0492776744067669	0.0231857299804688
BRD-K76908866-001-06-8_0.04um_24_25	-0.0404057726264	0.0626610741019249
BRD-K76908866-001-06-8_0.04um_3_0	0.0287209395319223	0.185765027999878
BRD-K76908866-001-06-8_0.04um_3_4	-0.0925209373235703	0.0000201890397875104
BRD-K76908866-001-06-8_0.12um_24_0	0.0516307167708874	0.0173702239990234
BRD-K76908866-001-06-8_0.12um_24_25	0.00463240966200829	0.831065654754639
BRD-K76908866-001-06-8_0.12um_3_0	0.0111825251951814	0.606461644172668
BRD-K76908866-001-06-8_0.12um_3_4	-0.044058121740818	0.0423697084188461
BRD-K76908866-001-06-8_0.37um_24_0	0.0372981540858746	0.0857226848602295
BRD-K76908866-001-06-8_0.37um_24_25	-0.0169691294431686	0.434362649917603
BRD-K76908866-001-06-8_0.37um_3_0	-0.0423703603446484	0.0509254895150661
BRD-K76908866-001-06-8_0.37um_3_4	0.0228405706584454	0.292673826217651
BRD-K76908866-001-06-8_1.11um_24_0	0.0144598158076406	0.505326986312866
BRD-K76908866-001-06-8_1.11um_24_25	-0.0475720539689064	0.0283957868814468
BRD-K76908866-001-06-8_1.11um_3_0	0.0230861436575651	0.287515044212341
BRD-K76908866-001-06-8_1.11um_3_4	0.005270900670439	0.808196544647217
BRD-K76908866-001-06-8_10.0um_24_0	-0.0102404160425067	0.637124359607697
BRD-K76908866-001-06-8_10.0um_24_25	-0.0427498854696751	0.0488849729299545
BRD-K76908866-001-06-8_10.0um_3_0	0.025899076834321	0.232793211936951
