drug	tau	P-value
BRD-A58767537-001-03-8_0.04um_24_0	-0.000270130869466811	0.990151643753052
BRD-A58767537-001-03-8_0.04um_24_25	-0.0186256356537342	0.390853047370911
BRD-A58767537-001-03-8_0.04um_3_0	-0.0167414173483849	0.440555095672607
BRD-A58767537-001-03-8_0.04um_3_4	0.0276046954095364	0.203451156616211
BRD-A58767537-001-03-8_0.12um_24_0	-0.011405773460865	0.599293351173401
BRD-A58767537-001-03-8_0.12um_24_25	0.0275600459426641	0.204183101654053
BRD-A58767537-001-03-8_0.12um_3_0	-0.03711062297225	0.0873093083500862
BRD-A58767537-001-03-8_0.12um_3_4	0.0148616628721356	0.493566870689392
BRD-A58767537-001-03-8_0.37um_24_0	-0.000167436490301043	0.993926763534546
BRD-A58767537-001-03-8_0.37um_24_25	0.0322884544730186	0.136860609054565
BRD-A58767537-001-03-8_0.37um_3_0	-0.0138525785878301	0.523373901844025
BRD-A58767537-001-03-8_0.37um_3_4	-0.00513695133849978	0.812981367111206
BRD-A58767537-001-03-8_1.11um_24_0	0.00363672059029341	0.867009162902832
BRD-A58767537-001-03-8_1.11um_24_25	0.00551200937479734	0.799601793289185
BRD-A58767537-001-03-8_1.11um_3_0	-0.016471303999424	0.447966277599335
BRD-A58767537-001-03-8_1.11um_3_4	0.0135087762027979	0.533736348152161
BRD-A58767537-001-03-8_10.0um_24_0	-0.0132632022723556	0.541200995445251
BRD-A58767537-001-03-8_10.0um_24_25	-0.000185296376002952	0.993270218372345
BRD-A58767537-001-03-8_10.0um_3_0	-0.0420667454600334	0.0526088438928127
BRD-A58767537-001-03-8_10.0um_3_4	-0.0297791380435228	0.170073479413986
BRD-A58767537-001-03-8_3.33um_24_0	0.0217555817216635	0.316206812858582
BRD-A58767537-001-03-8_3.33um_24_25	-0.000828252523206174	0.969640791416168
BRD-A58767537-001-03-8_3.33um_3_0	-0.0338779836893082	0.11856584250927
BRD-A58767537-001-03-8_3.33um_3_4	-0.0215055420994759	0.321801424026489
BRD-A60245366-001-03-7_0.04um_24_0	0.0544168576598167	0.0121709108352661
BRD-A60245366-001-03-7_0.04um_24_25	0.00723995408043265	0.738774061203003
BRD-A60245366-001-03-7_0.04um_3_0	0.00278391083702445	0.898018002510071
BRD-A60245366-001-03-7_0.04um_3_4	-0.0177103150635958	0.414558470249176
BRD-A60245366-001-03-7_0.12um_24_0	-0.0290870666503906	0.180219143629074
BRD-A60245366-001-03-7_0.12um_24_25	0.0465495772659779	0.0319796800613403
BRD-A60245366-001-03-7_0.12um_3_0	0.00299822934903204	0.890208601951599
BRD-A60245366-001-03-7_0.12um_3_4	-0.0214921478182077	0.322102963924408
BRD-A60245366-001-03-7_0.37um_24_0	0.00489137787371874	0.821771621704102
BRD-A60245366-001-03-7_0.37um_24_25	0.0390752106904984	0.0718158483505249
BRD-A60245366-001-03-7_0.37um_3_0	0.0150759816169739	0.48735523223877
BRD-A60245366-001-03-7_0.37um_3_4	-0.00309645873494446	0.886632800102234
BRD-A60245366-001-03-7_1.11um_24_0	0.032993920147419	0.128488779067993
BRD-A60245366-001-03-7_1.11um_24_25	0.0616947673261166	0.00447642803192139
BRD-A60245366-001-03-7_1.11um_3_0	0.0732501149177551	0.00073850154876709
BRD-A60245366-001-03-7_1.11um_3_4	0.0153796002268791	0.478628158569336
BRD-A60245366-001-03-7_10.0um_24_0	0.00539145478978753	0.803896188735962
BRD-A60245366-001-03-7_10.0um_24_25	-0.0190944578498602	0.379036903381348
BRD-A60245366-001-03-7_10.0um_3_0	-0.00572186289355159	0.792141079902649
BRD-A60245366-001-03-7_10.0um_3_4	-0.0499608181416988	0.0213443916290998
BRD-A60245366-001-03-7_3.33um_24_0	0.0372445732355118	0.0861735343933105
BRD-A60245366-001-03-7_3.33um_24_25	0.0507511161267757	0.0193743705749512
BRD-A60245366-001-03-7_3.33um_3_0	0.0588282532989979	0.00672018527984619
BRD-A60245366-001-03-7_3.33um_3_4	-0.0269885305315256	0.21372377872467
BRD-A79768653-001-08-8_0.04um_24_0	0.000520169385708869	0.980961203575134
BRD-A79768653-001-08-8_0.04um_24_25	0.0107538877055049	0.620330929756165
BRD-A79768653-001-08-8_0.04um_3_0	-0.0290066972374916	0.181425884366035
BRD-A79768653-001-08-8_0.04um_3_4	0.00269014621153474	0.901437759399414
BRD-A79768653-001-08-8_0.12um_24_0	0.0232424177229404	0.284264206886292
BRD-A79768653-001-08-8_0.12um_24_25	-0.0256758276373148	0.23684549331665
BRD-A79768653-001-08-8_0.12um_3_0	-0.0117004616186023	0.589890480041504
BRD-A79768653-001-08-8_0.12um_3_4	-0.00200254051014781	0.926567733287811
BRD-A79768653-001-08-8_0.37um_24_0	0.0280645880848169	0.196021437644958
BRD-A79768653-001-08-8_0.37um_24_25	0.0216439571231604	0.31869649887085
BRD-A79768653-001-08-8_0.37um_3_0	-0.00539592001587152	0.803737044334412
BRD-A79768653-001-08-8_0.37um_3_4	-0.0152813708409667	0.481442272663116
BRD-A79768653-001-08-8_1.11um_24_0	0.0287834499031305	0.184809446334839
BRD-A79768653-001-08-8_1.11um_24_25	0.0346638187766075	0.110259294509888
BRD-A79768653-001-08-8_1.11um_3_0	-0.00681578135117888	0.753571510314941
BRD-A79768653-001-08-8_1.11um_3_4	-0.0405084677040577	0.0619965456426144
BRD-A79768653-001-08-8_10.0um_24_0	0.00572632811963558	0.791982531547546
BRD-A79768653-001-08-8_10.0um_24_25	-0.0503314100205898	0.0203998330980539
BRD-A79768653-001-08-8_10.0um_3_0	-0.00502532720565796	0.816974103450775
BRD-A79768653-001-08-8_10.0um_3_4	-0.00630230968818069	0.771605551242828
BRD-A79768653-001-08-8_3.33um_24_0	0.00357421091757715	0.869275808334351
BRD-A79768653-001-08-8_3.33um_24_25	0.0819434151053429	0.000159740447998047
BRD-A79768653-001-08-8_3.33um_3_0	0.0205009244382381	0.344926834106445
BRD-A79768653-001-08-8_3.33um_3_4	-0.0194070059806108	0.371282875537872
BRD-A87137733-001-03-1_0.04um_24_0	0.0575066208839417	0.00806093215942383
BRD-A87137733-001-03-1_0.04um_24_25	-0.0270555038005114	0.21258944272995
BRD-A87137733-001-03-1_0.04um_3_0	0.0250016171485186	0.249385118484497
BRD-A87137733-001-03-1_0.04um_3_4	0.013082385994494	0.546730875968933
BRD-A87137733-001-03-1_0.12um_24_0	-0.0199428014457226	0.358221292495728
BRD-A87137733-001-03-1_0.12um_24_25	0.00162301771342754	0.940471291542053
BRD-A87137733-001-03-1_0.12um_3_0	-0.0103431101888418	0.633750319480896
BRD-A87137733-001-03-1_0.12um_3_4	-0.0134641267359257	0.535089671611786
BRD-A87137733-001-03-1_0.37um_24_0	-0.00704796006903052	0.745460271835327
BRD-A87137733-001-03-1_0.37um_24_25	0.0172459576278925	0.426902770996094
BRD-A87137733-001-03-1_0.37um_3_0	0.0149464970454574	0.491103053092957
BRD-A87137733-001-03-1_0.37um_3_4	0.00852140132337809	0.694674134254456
BRD-A87137733-001-03-1_1.11um_24_0	-0.0273367986083031	0.207872450351715
BRD-A87137733-001-03-1_1.11um_24_25	-0.0105217089876533	0.627900660037994
BRD-A87137733-001-03-1_1.11um_3_0	0.00990107748657465	0.648326516151428
BRD-A87137733-001-03-1_1.11um_3_4	0.0196034647524357	0.366459727287292
BRD-A87137733-001-03-1_10.0um_24_0	-0.0291272513568401	0.179617986083031
BRD-A87137733-001-03-1_10.0um_24_25	-0.0228227097541094	0.293051421642303
BRD-A87137733-001-03-1_10.0um_3_0	-0.0400887615978718	0.0647496655583382
BRD-A87137733-001-03-1_10.0um_3_4	-0.0430177822709084	0.0474863052368164
BRD-A87137733-001-03-1_3.33um_24_0	0.00866428017616272	0.689817428588867
BRD-A87137733-001-03-1_3.33um_24_25	0.0247872974723577	0.253466725349426
BRD-A87137733-001-03-1_3.33um_3_0	0.0253097005188465	0.243598699569702
BRD-A87137733-001-03-1_3.33um_3_4	-0.0203357208520174	0.348828852176666
BRD-K00337317-001-05-8_0.04um_24_0	-0.000350500398781151	0.98719733953476
BRD-K00337317-001-05-8_0.04um_24_25	-0.00353402621112764	0.870733380317688
BRD-K00337317-001-05-8_0.04um_3_0	0.0729331001639366	0.000778675079345703
BRD-K00337317-001-05-8_0.04um_3_4	0.037481214851141	0.0841963291168213
BRD-K00337317-001-05-8_0.12um_24_0	0.0143124712631106	0.509675741195679
BRD-K00337317-001-05-8_0.12um_24_25	-0.0352978445589542	0.103898279368877
BRD-K00337317-001-05-8_0.12um_3_0	-0.0230325628072023	0.28863537311554
BRD-K00337317-001-05-8_0.12um_3_4	0.0201928410679102	0.35222601890564
BRD-K00337317-001-05-8_0.37um_24_0	0.0286584291607141	0.186724424362183
BRD-K00337317-001-05-8_0.37um_24_25	-0.0213046185672283	0.326343655586243
BRD-K00337317-001-05-8_0.37um_3_0	0.00257405708543956	0.90567421913147
BRD-K00337317-001-05-8_0.37um_3_4	-0.0393029265105724	0.0701756477355957
BRD-K00337317-001-05-8_1.11um_24_0	0.00302501930855215	0.889233112335205
BRD-K00337317-001-05-8_1.11um_24_25	-0.0932665914297104	0.0000173011776496423
BRD-K00337317-001-05-8_1.11um_3_0	0.0283637419342995	0.191296458244324
BRD-K00337317-001-05-8_1.11um_3_4	0.00299376435577869	0.890371203422546
BRD-K00337317-001-05-8_10.0um_24_0	0.0271358732134104	0.211233854293823
BRD-K00337317-001-05-8_10.0um_24_25	-0.0460093170404434	0.0340253226459026
BRD-K00337317-001-05-8_10.0um_3_0	0.0241488069295883	0.265901327133179
BRD-K00337317-001-05-8_10.0um_3_4	-0.0730849131941795	0.000759144721087068
BRD-K00337317-001-05-8_3.33um_24_0	0.0299398768693209	0.167779564857483
BRD-K00337317-001-05-8_3.33um_24_25	0.0310873743146658	0.152073860168457
BRD-K00337317-001-05-8_3.33um_3_0	0.0252739805728197	0.244264721870422
BRD-K00337317-001-05-8_3.33um_3_4	-0.0599534250795841	0.00574053917080164
BRD-K01436366-001-12-3_0.04um_24_0	-0.0554125495254993	0.0106791974976659
BRD-K01436366-001-12-3_0.04um_24_25	-0.0221127793192863	0.308325886726379
BRD-K01436366-001-12-3_0.04um_3_0	-0.00900808349251747	0.678183197975159
BRD-K01436366-001-12-3_0.04um_3_4	-0.00712610501796007	0.74273681640625
BRD-K01436366-001-12-3_0.12um_24_0	0.0150134721770883	0.489162683486938
BRD-K01436366-001-12-3_0.12um_24_25	0.00666397251188755	0.75888991355896
BRD-K01436366-001-12-3_0.12um_3_0	-0.0585291013121605	0.00700472993776202
BRD-K01436366-001-12-3_0.12um_3_4	-0.0343378745019436	0.113647021353245
BRD-K01436366-001-12-3_0.37um_24_0	0.0200231727212667	0.356287240982056
BRD-K01436366-001-12-3_0.37um_24_25	0.012133564800024	0.576195955276489
BRD-K01436366-001-12-3_0.37um_3_0	-0.00408321805298328	0.850852370262146
BRD-K01436366-001-12-3_0.37um_3_4	-0.017125403508544	0.430142223834991
BRD-K01436366-001-12-3_1.11um_24_0	0.0332841426134109	0.125162482261658
BRD-K01436366-001-12-3_1.11um_24_25	0.0496973842382431	0.0220388174057007
BRD-K01436366-001-12-3_1.11um_3_0	-0.0333823710680008	0.124051935970783
BRD-K01436366-001-12-3_1.11um_3_4	-0.0486927628517151	0.0248703211545944
BRD-K01436366-001-12-3_10.0um_24_0	0.0103565054014325	0.633310794830322
BRD-K01436366-001-12-3_10.0um_24_25	-0.00982517283409834	0.650843262672424
BRD-K01436366-001-12-3_10.0um_3_0	0.0167726706713438	0.439702272415161
BRD-K01436366-001-12-3_10.0um_3_4	0.0366953797638416	0.0909069776535034
BRD-K01436366-001-12-3_3.33um_24_0	0.0233763661235571	0.281497716903687
BRD-K01436366-001-12-3_3.33um_24_25	0.0263366438448429	0.224993944168091
BRD-K01436366-001-12-3_3.33um_3_0	-0.010785142891109	0.619314908981323
BRD-K01436366-001-12-3_3.33um_3_4	-0.0274707470089197	0.205653071403503
BRD-K02708799-001-02-2_0.04um_24_0	0.0190096236765385	0.381158590316772
BRD-K02708799-001-02-2_0.04um_24_25	0.00207844492979348	0.923789620399475
BRD-K02708799-001-02-2_0.04um_3_0	0.029372826218605	0.175976753234863
BRD-K02708799-001-02-2_0.04um_3_4	-0.0298148579895496	0.169561669230461
BRD-K02708799-001-02-2_0.12um_24_0	0.0191658977419138	0.377255797386169
BRD-K02708799-001-02-2_0.12um_24_25	-0.00175696692895144	0.935561895370483
BRD-K02708799-001-02-2_0.12um_3_0	0.00213425955735147	0.921747446060181
BRD-K02708799-001-02-2_0.12um_3_4	0.0318866036832333	0.141813993453979
BRD-K02708799-001-02-2_0.37um_24_0	0.0446966141462326	0.0394666194915771
BRD-K02708799-001-02-2_0.37um_24_25	-0.0116736721247435	0.590742528438568
BRD-K02708799-001-02-2_0.37um_3_0	0.00992340315133333	0.647587060928345
BRD-K02708799-001-02-2_0.37um_3_4	-0.000497844477649778	0.981781661510468
BRD-K02708799-001-02-2_1.11um_24_0	-0.00383764435537159	0.859731316566467
BRD-K02708799-001-02-2_1.11um_24_25	-0.046580832451582	0.0318646728992462
BRD-K02708799-001-02-2_1.11um_3_0	0.00564149348065257	0.79499614238739
BRD-K02708799-001-02-2_1.11um_3_4	-0.0131783680990338	0.543791770935059
BRD-K02708799-001-02-2_10.0um_24_0	-0.00926258694380522	0.669619798660278
BRD-K02708799-001-02-2_10.0um_24_25	-0.070883683860302	0.0010913402074948
BRD-K02708799-001-02-2_10.0um_3_0	-0.0118165509775281	0.586205124855042
BRD-K02708799-001-02-2_10.0um_3_4	0.0131024634465575	0.546115159988403
BRD-K02708799-001-02-2_3.33um_24_0	0.00430646631866693	0.842796921730042
BRD-K02708799-001-02-2_3.33um_24_25	-0.0466478057205677	0.031619343906641
BRD-K02708799-001-02-2_3.33um_3_0	0.0208893772214651	0.335862278938293
BRD-K02708799-001-02-2_3.33um_3_4	0.035204079002142	0.104820132255554
