drug	tau	P-value
BRD-A24396574-001-04-9_0.04um_3_0	-0.0197602342814207	0.389667749404907
BRD-A24396574-001-04-9_0.04um_3_4	0.0116244899109006	0.612858414649963
BRD-A24396574-001-04-9_0.12um_24_0	0.0605900324881077	0.00834190845489502
BRD-A24396574-001-04-9_0.12um_24_25	0.0447717718780041	0.0512716770172119
BRD-A24396574-001-04-9_0.12um_3_0	-0.032915074378252	0.151866659522057
BRD-A24396574-001-04-9_0.12um_3_4	-0.0148810259997845	0.517124712467194
BRD-A24396574-001-04-9_0.37um_24_0	-0.0104438560083508	0.649401545524597
BRD-A24396574-001-04-9_0.37um_24_25	-0.037984523922205	0.0981908738613129
BRD-A24396574-001-04-9_0.37um_3_0	0.0159721337258816	0.486873865127563
BRD-A24396574-001-04-9_0.37um_3_4	-0.00695231230929494	0.762213587760925
BRD-A24396574-001-04-9_1.11um_24_0	0.00833438150584698	0.716792225837708
BRD-A24396574-001-04-9_1.11um_24_25	0.0525382198393345	0.0221759080886841
BRD-A24396574-001-04-9_1.11um_3_0	0.0315889567136765	0.169059753417969
BRD-A24396574-001-04-9_1.11um_3_4	0.0282205138355494	0.219232201576233
BRD-A24396574-001-04-9_10.0um_24_0	-0.00663896882906556	0.772632956504822
BRD-A24396574-001-04-9_10.0um_24_25	0.00958216097205877	0.67662250995636
BRD-A24396574-001-04-9_10.0um_3_0	-0.0603662133216858	0.00858466699719429
BRD-A24396574-001-04-9_10.0um_3_4	-0.00698588509112597	0.761099755764008
BRD-A24396574-001-04-9_3.33um_24_0	0.0348678752779961	0.129016399383545
BRD-A24396574-001-04-9_3.33um_24_25	0.0180424395948648	0.432202100753784
BRD-A24396574-001-04-9_3.33um_3_0	0.027946338057518	0.223743081092834
BRD-A24396574-001-04-9_3.33um_3_4	-0.00569334253668785	0.804319381713867
BRD-A39996500-001-01-4_0.04um_24_0	-0.00204512686468661	0.929144620895386
BRD-A39996500-001-01-4_0.04um_24_25	0.0127491699531674	0.578918695449829
BRD-A39996500-001-01-4_0.04um_3_0	-0.0436247102916241	0.0575307682156563
BRD-A39996500-001-01-4_0.04um_3_4	0.0350245460867882	0.127305626869202
BRD-A39996500-001-01-4_0.12um_24_0	-0.0408493801951408	0.0753346979618073
BRD-A39996500-001-01-4_0.12um_24_25	-0.0627890303730965	0.00626360438764095
BRD-A39996500-001-01-4_0.12um_3_0	0.0271741691976786	0.236802935600281
BRD-A39996500-001-01-4_0.12um_3_4	0.00774686224758625	0.735989332199097
BRD-A39996500-001-01-4_0.37um_24_0	0.0649824365973473	0.00466716289520264
BRD-A39996500-001-01-4_0.37um_24_25	0.000338523066602647	0.988337635993958
BRD-A39996500-001-01-4_0.37um_3_0	-0.0306936893612146	0.181466832756996
BRD-A39996500-001-01-4_0.37um_3_4	0.015339850448072	0.504286408424377
BRD-A39996500-001-01-4_1.11um_24_0	-0.0266202222555876	0.246498048305511
BRD-A39996500-001-01-4_1.11um_24_25	-0.0276497807353735	0.228696584701538
BRD-A39996500-001-01-4_1.11um_3_0	-0.0135381249710917	0.555649816989899
BRD-A39996500-001-01-4_1.11um_3_4	-0.00487641058862209	0.83195686340332
BRD-A39996500-001-01-4_10.0um_24_0	0.0779134631156921	0.000693440437316895
BRD-A39996500-001-01-4_10.0um_24_25	0.0259655583649874	0.258310317993164
BRD-A39996500-001-01-4_10.0um_3_0	-0.0208121743053198	0.364925026893616
BRD-A39996500-001-01-4_10.0um_3_4	0.0152055602520704	0.508026361465454
BRD-A39996500-001-01-4_3.33um_24_0	-0.0445479564368725	0.0524461157619953
BRD-A39996500-001-01-4_3.33um_24_25	0.0092688174918294	0.686629295349121
BRD-A39996500-001-01-4_3.33um_3_0	-0.0211758762598038	0.356603860855103
BRD-A39996500-001-01-4_3.33um_3_4	0.0166771560907364	0.467847585678101
BRD-A41692738-001-06-8_0.04um_24_0	0.0200511962175369	0.382724046707153
BRD-A41692738-001-06-8_0.04um_24_25	-0.0279911011457443	0.223002135753632
BRD-A41692738-001-06-8_0.04um_3_0	0.0322100482881069	0.160833716392517
BRD-A41692738-001-06-8_0.04um_3_4	-0.0340005829930305	0.138811558485031
BRD-A41692738-001-06-8_0.12um_24_0	-0.0071705337613821	0.754982471466064
BRD-A41692738-001-06-8_0.12um_24_25	-0.0263460464775562	0.251398205757141
BRD-A41692738-001-06-8_0.12um_3_0	0.00894987862557173	0.696871280670166
BRD-A41692738-001-06-8_0.12um_3_4	0.00368458568118513	0.87264347076416
BRD-A41692738-001-06-8_0.37um_24_0	0.00259347842074931	0.910192489624023
BRD-A41692738-001-06-8_0.37um_24_25	-0.00763495406135917	0.739665150642395
BRD-A41692738-001-06-8_0.37um_3_0	-0.0227929539978504	0.321069896221161
BRD-A41692738-001-06-8_0.37um_3_4	-0.00674528162926435	0.769093155860901
BRD-A41692738-001-06-8_1.11um_24_0	-0.0393721908330917	0.0865092948079109
BRD-A41692738-001-06-8_1.11um_24_25	-0.0257529318332672	0.262229740619659
BRD-A41692738-001-06-8_1.11um_3_0	0.0425503887236118	0.0639567375183105
BRD-A41692738-001-06-8_1.11um_3_4	0.0275602526962757	0.230207204818726
BRD-A41692738-001-06-8_10.0um_24_0	0.00798187032341957	0.728289842605591
BRD-A41692738-001-06-8_10.0um_24_25	-0.0776224955916405	0.000726210360880941
BRD-A41692738-001-06-8_10.0um_3_0	-0.0109614478424191	0.633270621299744
BRD-A41692738-001-06-8_10.0um_3_4	0.0438205525279045	0.0564192533493042
BRD-A41692738-001-06-8_3.33um_24_0	0.0142179885879159	0.535972356796265
BRD-A41692738-001-06-8_3.33um_24_25	-0.0466686226427555	0.0421753749251366
BRD-A41692738-001-06-8_3.33um_3_0	0.0287185050547123	0.211206555366516
BRD-A41692738-001-06-8_3.33um_3_4	0.0162742864340544	0.478668928146362
BRD-A45498368-001-06-3_0.04um_24_0	0.00390840275213122	0.864973783493042
BRD-A45498368-001-06-3_0.04um_24_25	0.0542000606656075	0.0182898044586182
BRD-A45498368-001-06-3_0.04um_3_0	-0.0338635444641113	0.14041094481945
BRD-A45498368-001-06-3_0.04um_3_4	-0.0187082942575216	0.415404677391052
BRD-A45498368-001-06-3_0.12um_24_0	0.0531257390975952	0.0207269191741943
BRD-A45498368-001-06-3_0.12um_24_25	0.0456838272511959	0.0467113256454468
BRD-A45498368-001-06-3_0.12um_3_0	0.0369213968515396	0.107966542243958
BRD-A45498368-001-06-3_0.12um_3_4	-0.0237441752105951	0.301287174224854
BRD-A45498368-001-06-3_0.37um_24_0	0.00854700803756714	0.709887742996216
BRD-A45498368-001-06-3_0.37um_24_25	0.0767608061432838	0.000831842422485352
BRD-A45498368-001-06-3_0.37um_3_0	0.0101752756163478	0.657838106155396
BRD-A45498368-001-06-3_0.37um_3_4	-0.0316561013460159	0.168155521154404
BRD-A45498368-001-06-3_1.11um_24_0	0.0845999866724014	0.000230193138122559
BRD-A45498368-001-06-3_1.11um_24_25	0.0394449308514595	0.085929274559021
BRD-A45498368-001-06-3_1.11um_3_0	0.0108411312103271	0.637004852294922
BRD-A45498368-001-06-3_1.11um_3_4	0.0055702431127429	0.808469295501709
BRD-A45498368-001-06-3_10.0um_24_0	0.0187754407525063	0.413732409477234
BRD-A45498368-001-06-3_10.0um_24_25	0.0136500326916575	0.55238664150238
BRD-A45498368-001-06-3_10.0um_3_0	0.00749506847932935	0.744268178939819
BRD-A45498368-001-06-3_10.0um_3_4	-0.0124190403148532	0.588789284229279
BRD-A45498368-001-06-3_3.33um_24_0	0.0274259634315968	0.232486367225647
BRD-A45498368-001-06-3_3.33um_24_25	0.0539706461131573	0.0187880992889404
BRD-A45498368-001-06-3_3.33um_3_0	0.00653265556320548	0.776177644729614
BRD-A45498368-001-06-3_3.33um_3_4	-0.0169737134128809	0.459969222545624
BRD-A58767537-001-03-8_0.04um_24_0	0.0334858074784279	0.144890666007996
BRD-A58767537-001-03-8_0.04um_24_25	-0.0491585843265057	0.0323389284312725
BRD-A58767537-001-03-8_0.04um_3_0	-0.0252157710492611	0.272314131259918
BRD-A58767537-001-03-8_0.04um_3_4	-0.00441758614033461	0.847573280334473
BRD-A58767537-001-03-8_0.12um_24_0	0.0250870771706104	0.274769067764282
BRD-A58767537-001-03-8_0.12um_24_25	0.0145676825195551	0.525988698005676
BRD-A58767537-001-03-8_0.12um_3_0	-0.0568802654743195	0.0132718198001385
BRD-A58767537-001-03-8_0.12um_3_4	-0.0159889198839664	0.486415982246399
BRD-A58767537-001-03-8_0.37um_24_0	0.00940310768783092	0.682333827018738
BRD-A58767537-001-03-8_0.37um_24_25	0.0190608073025942	0.406670212745667
BRD-A58767537-001-03-8_0.37um_3_0	-0.0247065871953964	0.282115340232849
BRD-A58767537-001-03-8_0.37um_3_4	-0.02561304718256	0.264830827713013
BRD-A58767537-001-03-8_1.11um_24_0	0.0426399186253548	0.0633995532989502
BRD-A58767537-001-03-8_1.11um_24_25	0.0331500805914402	0.148963809013367
BRD-A58767537-001-03-8_1.11um_3_0	-0.038152389228344	0.0967140942811966
BRD-A58767537-001-03-8_1.11um_3_4	0.00336005119606853	0.883785963058472
BRD-A58767537-001-03-8_10.0um_24_0	-0.00130093574989587	0.954927802085876
BRD-A58767537-001-03-8_10.0um_24_25	-0.0243876483291388	0.288374960422516
BRD-A58767537-001-03-8_10.0um_3_0	-0.0464000403881073	0.0433738641440868
BRD-A58767537-001-03-8_10.0um_3_4	-0.0353938452899456	0.123342961072922
BRD-A58767537-001-03-8_3.33um_24_0	0.00300753954797983	0.895914793014526
BRD-A58767537-001-03-8_3.33um_24_25	0.0520849898457527	0.023353099822998
BRD-A58767537-001-03-8_3.33um_3_0	-0.0450571402907372	0.0498063825070858
BRD-A58767537-001-03-8_3.33um_3_4	-0.0215227920562029	0.348779082298279
BRD-A60245366-001-03-7_0.04um_24_0	-0.0304810646921396	0.184510454535484
BRD-A60245366-001-03-7_0.04um_24_25	-0.0585253201425076	0.0108337858691812
BRD-A60245366-001-03-7_0.04um_3_0	-0.0362331569194794	0.114695377647877
BRD-A60245366-001-03-7_0.04um_3_4	-0.0694363936781883	0.00250222277827561
BRD-A60245366-001-03-7_0.12um_24_0	-0.0253052972257137	0.270615220069885
BRD-A60245366-001-03-7_0.12um_24_25	-0.0149313844740391	0.515707433223724
BRD-A60245366-001-03-7_0.12um_3_0	0.0218976866453886	0.340446949005127
BRD-A60245366-001-03-7_0.12um_3_4	-0.00712577067315578	0.756464004516602
BRD-A60245366-001-03-7_0.37um_24_0	-0.00568774715065956	0.804507911205292
BRD-A60245366-001-03-7_0.37um_24_25	0.0212318301200867	0.355334401130676
BRD-A60245366-001-03-7_0.37um_3_0	0.0396071970462799	0.0846468210220337
BRD-A60245366-001-03-7_0.37um_3_4	-0.024124663323164	0.293606400489807
BRD-A60245366-001-03-7_1.11um_24_0	-0.043087549507618	0.0606732666492462
BRD-A60245366-001-03-7_1.11um_24_25	0.00960454251617193	0.675909996032715
BRD-A60245366-001-03-7_1.11um_3_0	0.00531285349279642	0.817163467407227
BRD-A60245366-001-03-7_1.11um_3_4	0.0046749752946198	0.838805079460144
BRD-A60245366-001-03-7_10.0um_24_0	0.0336256921291351	0.143218874931335
BRD-A60245366-001-03-7_10.0um_24_25	-0.00281169987283647	0.902663886547089
BRD-A60245366-001-03-7_10.0um_3_0	-0.00943108461797237	0.681440234184265
BRD-A60245366-001-03-7_10.0um_3_4	0.00590596860274673	0.797164559364319
BRD-A60245366-001-03-7_3.33um_24_0	-0.00987871829420328	0.667204260826111
BRD-A60245366-001-03-7_3.33um_24_25	0.0253164879977703	0.270403385162354
BRD-A60245366-001-03-7_3.33um_3_0	0.0307608358561993	0.180513501167297
BRD-A60245366-001-03-7_3.33um_3_4	0.00877641979604959	0.702464938163757
BRD-A79768653-001-08-8_0.04um_24_0	0.00544154830276966	0.812813520431519
BRD-A79768653-001-08-8_0.04um_24_25	0.0367199592292309	0.109902858734131
BRD-A79768653-001-08-8_0.04um_3_0	-0.0300837885588408	0.190298154950142
BRD-A79768653-001-08-8_0.04um_3_4	0.00886035151779652	0.699756264686584
BRD-A79768653-001-08-8_0.12um_24_0	0.0409165285527706	0.074856162071228
BRD-A79768653-001-08-8_0.12um_24_25	0.0649376735091209	0.00469565391540527
BRD-A79768653-001-08-8_0.12um_3_0	0.0142655298113823	0.534608960151672
BRD-A79768653-001-08-8_0.12um_3_4	-0.0236210767179728	0.303800582885742
BRD-A79768653-001-08-8_0.37um_24_0	0.0500202775001526	0.0294274091720581
BRD-A79768653-001-08-8_0.37um_24_25	0.021237425506115	0.355207681655884
BRD-A79768653-001-08-8_0.37um_3_0	0.00149118003901094	0.948331117630005
BRD-A79768653-001-08-8_0.37um_3_4	-0.0205603800714016	0.370756328105927
BRD-A79768653-001-08-8_1.11um_24_0	0.017510874196887	0.445889949798584
BRD-A79768653-001-08-8_1.11um_24_25	0.0547707937657833	0.0171002149581909
BRD-A79768653-001-08-8_1.11um_3_0	-0.0108411312103271	0.637004792690277
BRD-A79768653-001-08-8_1.11um_3_4	-0.0267321299761534	0.244517385959625
BRD-A79768653-001-08-8_10.0um_24_0	0.0473400726914406	0.0393011569976807
BRD-A79768653-001-08-8_10.0um_24_25	0.0189488977193832	0.409431099891663
BRD-A79768653-001-08-8_10.0um_3_0	0.0280414596199989	0.22217059135437
BRD-A79768653-001-08-8_10.0um_3_4	-0.0326408967375755	0.155307531356812
BRD-A79768653-001-08-8_3.33um_24_0	0.0333235375583172	0.146848559379578
BRD-A79768653-001-08-8_3.33um_24_25	0.0593254677951336	0.00979876518249512
BRD-A79768653-001-08-8_3.33um_3_0	0.0215955320745707	0.347152352333069
BRD-A79768653-001-08-8_3.33um_3_4	-0.0581448338925838	0.0113592399284244
BRD-A87137733-001-03-1_0.04um_24_0	-0.000282568827969953	0.990281224250793
BRD-A87137733-001-03-1_0.04um_24_25	-0.0190272349864244	0.407497346401215
BRD-A87137733-001-03-1_0.04um_3_0	0.0262900926172733	0.252406477928162
BRD-A87137733-001-03-1_0.04um_3_4	-0.0402170978486538	0.0799644589424133
BRD-A87137733-001-03-1_0.12um_24_0	-0.0358023121953011	0.119072943925858
BRD-A87137733-001-03-1_0.12um_24_25	0.00502748694270849	0.826829075813293
BRD-A87137733-001-03-1_0.12um_3_0	0.0646243318915367	0.00489962100982666
BRD-A87137733-001-03-1_0.12um_3_4	0.0593870170414448	0.00972282886505127
BRD-A87137733-001-03-1_0.37um_24_0	0.0360373184084892	0.116669178009033
BRD-A87137733-001-03-1_0.37um_24_25	0.00889392383396626	0.698673963546753
BRD-A87137733-001-03-1_0.37um_3_0	0.0881418958306313	0.000124335289001465
BRD-A87137733-001-03-1_0.37um_3_4	0.0103375427424908	0.652735710144043
BRD-A87137733-001-03-1_1.11um_24_0	0.0345545299351215	0.13249135017395
BRD-A87137733-001-03-1_1.11um_24_25	0.004372822586447	0.849100112915039
BRD-A87137733-001-03-1_1.11um_3_0	0.0943192392587662	0.0000401735305786133
BRD-A87137733-001-03-1_1.11um_3_4	0.0568466931581497	0.0133262872695923
BRD-A87137733-001-03-1_10.0um_24_0	0.0426063425838947	0.063607931137085
BRD-A87137733-001-03-1_10.0um_24_25	-0.0234699994325638	0.306904137134552
BRD-A87137733-001-03-1_10.0um_3_0	0.0388070531189442	0.0911235809326172
BRD-A87137733-001-03-1_10.0um_3_4	0.0661015212535858	0.00400364398956299
BRD-A87137733-001-03-1_3.33um_24_0	0.0352819375693798	0.124533414840698
BRD-A87137733-001-03-1_3.33um_24_25	-0.00601787678897381	0.793405652046204
BRD-A87137733-001-03-1_3.33um_3_0	0.048515111207962	0.0346710681915283
BRD-A87137733-001-03-1_3.33um_3_4	0.0537804029881954	0.0192102193832397
BRD-K00337317-001-05-8_0.04um_24_0	-0.0284779034554958	0.215057134628296
BRD-K00337317-001-05-8_0.04um_24_25	-0.0402674563229084	0.0795874372124672
BRD-K00337317-001-05-8_0.04um_3_0	0.0449396371841431	0.0504055023193359
BRD-K00337317-001-05-8_0.04um_3_4	0.022574732080102	0.325725317001343
BRD-K00337317-001-05-8_0.12um_24_0	-0.061015285551548	0.00789739098399878
BRD-K00337317-001-05-8_0.12um_24_25	-0.0291773304343224	0.204002201557159
BRD-K00337317-001-05-8_0.12um_3_0	0.0178298130631447	0.437647819519043
BRD-K00337317-001-05-8_0.12um_3_4	0.0102703981101513	0.654844999313354
BRD-K00337317-001-05-8_0.37um_24_0	0.00263824174180627	0.908647537231445
BRD-K00337317-001-05-8_0.37um_24_25	-0.0221830531954765	0.334190726280212
BRD-K00337317-001-05-8_0.37um_3_0	-0.0017373786540702	0.9397993683815
BRD-K00337317-001-05-8_0.37um_3_4	0.0183054246008396	0.425521373748779
BRD-K00337317-001-05-8_1.11um_24_0	-0.0502049289643764	0.028833694756031
BRD-K00337317-001-05-8_1.11um_24_25	-0.0394113585352898	0.0861966162919998
BRD-K00337317-001-05-8_1.11um_3_0	0.0376599915325642	0.101096987724304
BRD-K00337317-001-05-8_1.11um_3_4	-0.0156028354540467	0.497004330158234
BRD-K00337317-001-05-8_10.0um_24_0	-0.0487053543329239	0.0339670330286026
BRD-K00337317-001-05-8_10.0um_24_25	-0.00383566203527153	0.867465019226074
BRD-K00337317-001-05-8_10.0um_3_0	0.0495502650737762	0.0309861898422241
BRD-K00337317-001-05-8_10.0um_3_4	-0.00104354624636471	0.963857650756836
BRD-K00337317-001-05-8_3.33um_24_0	0.0286457650363445	0.212365388870239
BRD-K00337317-001-05-8_3.33um_24_25	-0.0316616967320442	0.168080344796181
BRD-K00337317-001-05-8_3.33um_3_0	0.0492648966610432	0.0319669246673584
BRD-K00337317-001-05-8_3.33um_3_4	0.0163526218384504	0.476554155349731
BRD-K01436366-001-12-3_0.04um_24_0	0.0146460179239511	0.523765444755554
BRD-K01436366-001-12-3_0.04um_24_25	0.0103711150586605	0.651682138442993
BRD-K01436366-001-12-3_0.04um_3_0	-0.00412662420421839	0.857507824897766
BRD-K01436366-001-12-3_0.04um_3_4	0.00618573930114508	0.787776231765747
BRD-K01436366-001-12-3_0.12um_24_0	0.0525270290672779	0.0222042798995972
BRD-K01436366-001-12-3_0.12um_24_25	0.0188034176826477	0.413036823272705
BRD-K01436366-001-12-3_0.12um_3_0	-0.053276814520359	0.0203679408878088
BRD-K01436366-001-12-3_0.12um_3_4	-0.00556464772671461	0.808658003807068
BRD-K01436366-001-12-3_0.37um_24_0	0.0326856598258018	0.154741764068604
BRD-K01436366-001-12-3_0.37um_24_25	0.0352819375693798	0.124533414840698
BRD-K01436366-001-12-3_0.37um_3_0	-0.0260886568576097	0.256059765815735
BRD-K01436366-001-12-3_0.37um_3_4	-0.0432106517255306	0.0599408149719238
BRD-K01436366-001-12-3_1.11um_24_0	0.00465259375050664	0.839566707611084
BRD-K01436366-001-12-3_1.11um_24_25	-0.0317847989499569	0.166432574391365
BRD-K01436366-001-12-3_1.11um_3_0	-0.0122791547328234	0.592995047569275
BRD-K01436366-001-12-3_1.11um_3_4	-0.0233301147818565	0.309796512126923
BRD-K01436366-001-12-3_10.0um_24_0	-0.0110705429688096	0.629891872406006
BRD-K01436366-001-12-3_10.0um_24_25	0.0170128811150789	0.458934307098389
BRD-K01436366-001-12-3_10.0um_3_0	-0.0063703884370625	0.781596720218658
BRD-K01436366-001-12-3_10.0um_3_4	0.0143270790576935	0.532847166061401
BRD-K01436366-001-12-3_3.33um_24_0	0.0737336799502373	0.00132656097412109
BRD-K01436366-001-12-3_3.33um_24_25	0.0271517876535654	0.237189292907715
BRD-K01436366-001-12-3_3.33um_3_0	-0.0416607186198235	0.0697168260812759
BRD-K01436366-001-12-3_3.33um_3_4	-0.0385160893201828	0.0935753136873245
BRD-K02708799-001-02-2_0.04um_24_0	-0.0173430126160383	0.450263142585754
BRD-K02708799-001-02-2_0.04um_24_25	-0.003421600908041	0.881670892238617
BRD-K02708799-001-02-2_0.04um_3_0	-0.0216738693416119	0.34540593624115
BRD-K02708799-001-02-2_0.04um_3_4	-0.00177095120307058	0.938636481761932
BRD-K02708799-001-02-2_0.12um_24_0	0.00771328993141651	0.737091422080994
BRD-K02708799-001-02-2_0.12um_24_25	-0.0313931182026863	0.171717926859856
BRD-K02708799-001-02-2_0.12um_3_0	-0.0126092843711376	0.583091616630554
BRD-K02708799-001-02-2_0.12um_3_4	0.0283492077142	0.217137455940247
BRD-K02708799-001-02-2_0.37um_24_0	-0.0165036991238594	0.472490012645721
BRD-K02708799-001-02-2_0.37um_24_25	-0.0218753032386303	0.340940773487091
BRD-K02708799-001-02-2_0.37um_3_0	0.00306349387392402	0.893987894058228
BRD-K02708799-001-02-2_0.37um_3_4	0.0354553945362568	0.122691988945007
BRD-K02708799-001-02-2_1.11um_24_0	0.0289143454283476	0.208109378814697
BRD-K02708799-001-02-2_1.11um_24_25	0.025786504149437	0.261608242988586
BRD-K02708799-001-02-2_1.11um_3_0	-0.0172534845769405	0.452605426311493
BRD-K02708799-001-02-2_1.11um_3_4	0.0430651679635048	0.0608072280883789
BRD-K02708799-001-02-2_10.0um_24_0	0.0391036085784435	0.0886781215667725
BRD-K02708799-001-02-2_10.0um_24_25	-0.0445647425949574	0.0523572601377964
BRD-K02708799-001-02-2_10.0um_3_0	0.0204204935580492	0.37402081489563
BRD-K02708799-001-02-2_10.0um_3_4	-0.0312700197100639	0.173404708504677
BRD-K02708799-001-02-2_3.33um_24_0	0.00998503156006336	0.663840532302856
BRD-K02708799-001-02-2_3.33um_24_25	0.00550309801474214	0.810735106468201
BRD-K02708799-001-02-2_3.33um_3_0	0.0386559776961803	0.0923900604248047
BRD-K02708799-001-02-2_3.33um_3_4	-0.0179752949625254	0.433917582035065
