DrugID	CID	cor_r
BRD-A41692738	9907093	0.0576830042243129
BRD-A41692738	9907093	0.0369441278962364
BRD-A41692738	9907093	0.00443959898737715
BRD-K29395450	6852167	-0.013154855203148
BRD-A41692738	9907093	-0.0251344450077664
BRD-A41692738	9907093	0.0443446567126181
BRD-A41692738	9907093	0.0317884845642123
BRD-A41692738	9907093	-0.00407573698916096
BRD-A41692738	9907093	0.00372557031076496
BRD-A41692738	9907093	0.0141504237472171
BRD-A41692738	9907093	-0.0244956092900373
BRD-A41692738	9907093	-0.00810653580969787
BRD-A41692738	9907093	0.0191643488264353
BRD-A41692738	9907093	0.0219740166970775
BRD-K29395450	6852167	0.00794256159778523
BRD-A41692738	9907093	0.0534852864217065
BRD-A41692738	9907093	-0.0252898448570985
BRD-A41692738	9907093	0.0209489009323985
BRD-A41692738	9907093	0.0214391054497536
BRD-A41692738	9907093	0.0219112780395821
BRD-A41692738	9907093	-0.0245506891655715
BRD-A41692738	9907093	-0.0215647553588476
BRD-A41692738	9907093	0.0236417565855271
BRD-A41692738	9907093	0.0430838231831034
BRD-A45498368	25260757	-0.00174766605517868
BRD-A39996500	5311380	-0.00657679922186291
BRD-K29395450	6852167	0.026554824722894
BRD-A45498368	25260757	-0.0715740719746753
BRD-A45498368	25260757	-0.0182596565607696
BRD-A45498368	25260757	0.000986649780040099
BRD-A45498368	25260757	-0.0246205071519738
BRD-A45498368	25260757	-0.0563813907678624
BRD-A45498368	25260757	-0.025728937734305
BRD-A45498368	25260757	0.0183390572492036
BRD-A45498368	25260757	-0.0318177242456849
BRD-A45498368	25260757	-0.0723523840939261
BRD-A45498368	25260757	-0.00113700602000511
BRD-K29395450	6852167	-0.0171788616042421
BRD-A45498368	25260757	0.0216453586814756
BRD-A45498368	25260757	-0.0156019187051161
BRD-A45498368	25260757	-0.0375468007437431
BRD-A45498368	25260757	0.004847871312645
BRD-A45498368	25260757	0.0270865878552903
BRD-A45498368	25260757	-0.0324484824010501
BRD-A45498368	25260757	-0.0619793742640442
BRD-A45498368	25260757	0.0109766951070994
BRD-A45498368	25260757	0.0370617628556292
BRD-A45498368	25260757	-0.0467071358324618
BRD-K29395450	6852167	0.0142548556734218
BRD-A45498368	25260757	-0.0775662870791005
BRD-A45498368	25260757	-0.0169781102580144
BRD-A45498368	25260757	0.0130865344244032
BRD-A58767537	22225683	0.01880718564863
BRD-A58767537	22225683	0.0179733904327426
BRD-A58767537	22225683	-0.00650543430585467
BRD-A58767537	22225683	0.023576362126665
BRD-A58767537	22225683	0.0193835585814468
BRD-A58767537	22225683	0.0234436943837823
BRD-A58767537	22225683	0.0313569525071821
BRD-K29395450	6852167	0.0244242036201154
BRD-A58767537	22225683	0.00752798268654055
BRD-A58767537	22225683	-0.00299697888325569
BRD-A58767537	22225683	0.00500274891853322
BRD-A58767537	22225683	0.0329213098718109
BRD-A58767537	22225683	0.0313781885656193
BRD-A58767537	22225683	0.0166162616240088
BRD-A58767537	22225683	0.016691513253389
BRD-A58767537	22225683	0.00359359283501718
BRD-A58767537	22225683	0.0552605205573236
BRD-A58767537	22225683	0.0221525324497507
BRD-K29395450	6852167	0.0200749140680356
BRD-A58767537	22225683	0.0216259242336288
BRD-A58767537	22225683	0.0338795920910299
BRD-A58767537	22225683	0.0277493761926641
BRD-A58767537	22225683	0.0154774313133043
BRD-A58767537	22225683	-0.0281765634572086
BRD-A58767537	22225683	-0.00414842785570415
BRD-A58767537	22225683	0.0144062364264962
BRD-A60245366	10109823	-0.0000845959625105673
BRD-A60245366	10109823	0.00277353056630695
BRD-A60245366	10109823	0.0087287509672783
BRD-K29395450	6852167	-0.0249534176973197
BRD-A60245366	10109823	0.0165816418535089
BRD-A60245366	10109823	0.00000111205848604891
BRD-A60245366	10109823	0.0357263794620579
BRD-A60245366	10109823	0.0508337715301982
BRD-A60245366	10109823	0.0121103368597285
BRD-A60245366	10109823	0.0200679358295981
BRD-A60245366	10109823	-0.0163449812942888
BRD-A60245366	10109823	0.0143747182036712
BRD-A60245366	10109823	0.00875199962886849
BRD-A60245366	10109823	-0.0116047686330327
BRD-K29395450	6852167	0.0159544425836377
BRD-A60245366	10109823	-0.00590026246831687
BRD-A60245366	10109823	0.0407320233131628
BRD-A60245366	10109823	0.00608563242888247
BRD-A60245366	10109823	-0.0216344609118907
BRD-A60245366	10109823	-0.0374209185539813
BRD-A60245366	10109823	-0.0356500495406346
BRD-A60245366	10109823	-0.0227825424155795
BRD-A60245366	10109823	-0.0655628870407519
BRD-A60245366	10109823	-0.0257125281108101
BRD-A60245366	10109823	-0.0157354263535895
BRD-K29395450	6852167	0.0285465197620781
BRD-A60245366	10109823	0.0291860991409924
BRD-A79768653	5284616	0.00981768664820493
BRD-A79768653	5284616	0.0124669411979499
BRD-A79768653	5284616	-0.0333428440437553
BRD-A79768653	5284616	-0.00049643639147539
BRD-A79768653	5284616	0.00231656667106896
BRD-A79768653	5284616	-0.0195130550161097
BRD-A79768653	5284616	-0.0107626129144537
BRD-A79768653	5284616	0.0270643221712532
BRD-A79768653	5284616	-0.0195279754045716
BRD-K29395450	6852167	0.0183445006892808
BRD-A79768653	5284616	-0.0252777696117459
BRD-A79768653	5284616	-0.0213143649250757
BRD-A79768653	5284616	-0.0327912584390014
BRD-A79768653	5284616	-0.0112540795684773
BRD-A79768653	5284616	-0.00466721933540987
BRD-A79768653	5284616	-0.00322325972632436
BRD-A79768653	5284616	0.0133189541288006
BRD-A79768653	5284616	0.0198531652981744
BRD-A79768653	5284616	-0.0088612944960693
BRD-A79768653	5284616	-0.003514173487618
BRD-K29395450	6852167	-0.0313394194026624
BRD-A79768653	5284616	0.0279110351799844
BRD-A79768653	5284616	-0.0220717050965031
BRD-A79768653	5284616	0.00901612640095064
BRD-A79768653	5284616	-0.00404376979334265
BRD-A79768653	5284616	-0.024900777920587
BRD-A87137733	16048642	0.0189636415840518
BRD-A87137733	16048642	-0.011492746964223
BRD-A87137733	16048642	0.0161640255047997
BRD-A87137733	16048642	-0.0125862093968505
BRD-A87137733	16048642	0.00859169151632257
BRD-A39996500	5311380	-0.000735196039803334
BRD-K29395450	6852167	0.0215098800861967
BRD-A87137733	16048642	-0.0380019065732825
BRD-A87137733	16048642	0.0130942511823879
BRD-A87137733	16048642	-0.00997284020939127
BRD-A87137733	16048642	0.0112381529588812
BRD-A87137733	16048642	-0.0591859572723176
BRD-A87137733	16048642	0.0271031349943371
BRD-A87137733	16048642	-0.00814390390315845
BRD-A87137733	16048642	0.0143029664922894
BRD-A87137733	16048642	0.0195353404222653
BRD-A87137733	16048642	0.0710066988223926
BRD-K29395450	6852167	-0.00623358448737963
BRD-A87137733	16048642	-0.00905545026502048
BRD-A87137733	16048642	0.029182000308124
BRD-A87137733	16048642	-0.0392605941570809
BRD-A87137733	16048642	0.0222871787772939
BRD-A87137733	16048642	0.0408573010544501
BRD-A87137733	16048642	0.0247617362612733
BRD-A87137733	16048642	0.00892869622894316
BRD-A87137733	16048642	0.0247283079664574
BRD-A87137733	16048642	0.0104357472098514
BRD-K00337317	11327430	0.034065258953569
BRD-K29395450	6852167	0.0170308069706924
BRD-K00337317	11327430	0.00784304965662538
BRD-K00337317	11327430	0.0425348559713114
BRD-K00337317	11327430	-0.0167548948478519
BRD-K00337317	11327430	0.0342655620605945
BRD-K00337317	11327430	-0.0285395126393217
BRD-K00337317	11327430	0.0185053323519871
BRD-K00337317	11327430	-0.00210631082094833
BRD-K00337317	11327430	0.0318698495403382
BRD-K00337317	11327430	0.00532836049089744
BRD-K00337317	11327430	0.0218565498665373
BRD-K29395450	6852167	0.00108572280814583
BRD-K00337317	11327430	0.0134627034197535
BRD-K00337317	11327430	0.00875186003711068
BRD-K00337317	11327430	0.016288822832277
BRD-K00337317	11327430	0.00318935286804235
BRD-K00337317	11327430	0.000912884046286555
BRD-K00337317	11327430	-0.0640821186376371
BRD-K00337317	11327430	-0.0275271199765135
BRD-K00337317	11327430	0.0234200145194699
BRD-K00337317	11327430	0.0298179864239935
BRD-K00337317	11327430	0.0136499090408331
BRD-K29395450	6852167	-0.0642481784695006
BRD-K00337317	11327430	0.00819266179042609
BRD-K00337317	11327430	0.0152077555145386
BRD-K00337317	11327430	-0.0136044739347349
BRD-K01436366	46843906	0.033105587155595
BRD-K01436366	46843906	0.0206850191462595
BRD-K01436366	46843906	0.0107459061845067
BRD-K01436366	46843906	0.0718218429092809
BRD-K01436366	46843906	0.0182728683964232
BRD-K01436366	46843906	0.023901900163945
BRD-K01436366	46843906	-0.00756026579545897
BRD-K29395450	6852167	-0.016074728704703
BRD-K01436366	46843906	0.00235223798273304
BRD-K01436366	46843906	0.00268853395011842
BRD-K01436366	46843906	-0.0126061112641109
BRD-K01436366	46843906	0.0323415215998918
BRD-K01436366	46843906	0.0188678049174071
BRD-K01436366	46843906	0.0017773299315607
BRD-K01436366	46843906	0.00194598755729304
BRD-K01436366	46843906	-0.000628808874103339
BRD-K01436366	46843906	0.0032120682411595
BRD-K01436366	46843906	-0.032041763343586
BRD-K29395450	6852167	0.025928913895666
BRD-K01436366	46843906	-0.0416456752877999
BRD-K01436366	46843906	0.00112659654314936
BRD-K01436366	46843906	0.00244448123013906
BRD-K01436366	46843906	-0.00127822905459188
BRD-K01436366	46843906	-0.0220140537714594
BRD-K01436366	46843906	-0.00370855784749025
BRD-K01436366	46843906	0.00309741277071425
BRD-K02708799	23658330	0.0276827668673334
BRD-K02708799	23658330	0.00150393883400368
BRD-K02708799	23658330	-0.012898219521475
BRD-K29395450	6852167	-0.0250101617640585
BRD-K02708799	23658330	-0.00847656940442145
BRD-K02708799	23658330	0.0382192142542441
BRD-K02708799	23658330	0.0346442174588977
BRD-K02708799	23658330	0.0173826334497195
BRD-K02708799	23658330	0.031210921662449
BRD-K02708799	23658330	-0.00660303831575703
BRD-K02708799	23658330	0.000747406246543224
BRD-K02708799	23658330	-0.0134793238758706
BRD-K02708799	23658330	-0.00918905890045923
BRD-K02708799	23658330	-0.040450748476214
BRD-K29395450	6852167	-0.0177623478739807
BRD-K02708799	23658330	-0.0462824545407614
BRD-K02708799	23658330	0.000191084644735443
BRD-K02708799	23658330	-0.0240584675642642
BRD-K02708799	23658330	-0.0188305178151702
BRD-K02708799	23658330	-0.0267392688577122
BRD-K02708799	23658330	-0.0113381467551241
BRD-K02708799	23658330	-0.00461412881493822
BRD-K02708799	23658330	-0.0459071992511818
BRD-K02708799	23658330	-0.0241220827650643
BRD-K02708799	23658330	-0.0148462921161552
BRD-K29395450	6852167	-0.0114196086429948
BRD-K02708799	23658330	-0.0162426458616552
BRD-K02965346	9549297	-0.00368584185451003
BRD-K02965346	9549297	-0.0132713972533705
BRD-K02965346	9549297	0.0338424555442586
BRD-K02965346	9549297	0.0511129784776665
BRD-K02965346	9549297	0.0227532447958757
BRD-K02965346	9549297	-0.0274035152722253
BRD-K02965346	9549297	0.0234001919701718
BRD-K02965346	9549297	0.0615546170501281
BRD-K02965346	9549297	0.0142815427849952
BRD-A39996500	5311380	0.0419572783702219
BRD-K29395450	6852167	0.0309499818106476
BRD-K02965346	9549297	-0.033967213907916
BRD-K02965346	9549297	-0.0257758596850802
BRD-K02965346	9549297	0.049061467220338
BRD-K02965346	9549297	0.0197507560043485
BRD-K02965346	9549297	-0.00525059784840321
BRD-K02965346	9549297	-0.0156932745891114
BRD-K02965346	9549297	0.0483574145186043
BRD-K02965346	9549297	-0.000910050504903151
BRD-K02965346	9549297	-0.022174186998281
BRD-K02965346	9549297	0.0380822634190848
BRD-K29395450	6852167	-0.058311447070538
BRD-K02965346	9549297	0.0245610630327034
BRD-K02965346	9549297	0.02716723891463
BRD-K02965346	9549297	-0.0143229351606731
BRD-K02965346	9549297	0.0474062663827953
BRD-K02965346	9549297	0.0134458338951051
BRD-K03063480	16750408	0.0010887649024896
BRD-K03063480	16750408	0.00293752286564104
BRD-K03063480	16750408	0.0245296959747463
BRD-K03063480	16750408	-0.00715969269909336
BRD-K03063480	16750408	0.0167339611326785
BRD-K37687095	16666708	-0.0241096160528312
BRD-K03063480	16750408	-0.0177248980030782
BRD-K03063480	16750408	-0.00107399897709747
BRD-K03063480	16750408	0.0122485855904769
BRD-K03063480	16750408	0.0520724639317639
BRD-K03063480	16750408	-0.0184648805824329
BRD-K03063480	16750408	0.0482313464477862
BRD-K03063480	16750408	0.0243513567102989
BRD-K03063480	16750408	0.00744215819649825
BRD-K03063480	16750408	-0.0467416250282609
BRD-K03063480	16750408	0.0372379483261054
BRD-K37687095	16666708	-0.0359650096461284
BRD-K03063480	16750408	0.0134406983014809
BRD-K03063480	16750408	-0.0497590388616633
BRD-K03063480	16750408	-0.0583157507502559
BRD-K03063480	16750408	0.0202673965345058
BRD-K03063480	16750408	0.0374613087716821
BRD-K03063480	16750408	-0.00476361157207684
BRD-K03063480	16750408	-0.0500759475018913
BRD-K03063480	16750408	0.0378041668417443
BRD-K03063480	16750408	0.047988666687286
BRD-K03449891	42642645	-0.033297823140767
BRD-K37687095	16666708	0.000694470584179087
BRD-K03449891	42642645	0.0257910836483947
BRD-K03449891	42642645	0.0267024271271319
BRD-K03449891	42642645	0.0537874812077289
BRD-K03449891	42642645	0.00811195405478027
BRD-K03449891	42642645	-0.00563434956466523
BRD-K03449891	42642645	0.00140356733714136
BRD-K03449891	42642645	0.0217750926736403
BRD-K03449891	42642645	-0.034624543982488
BRD-K03449891	42642645	-0.0145305643125546
BRD-K03449891	42642645	0.00699771909128425
BRD-K37687095	16666708	0.0216934572576116
BRD-K03449891	42642645	0.0136667152613079
BRD-K03449891	42642645	-0.0222704272071962
BRD-K03449891	42642645	-0.030268646837692
BRD-K03449891	42642645	0.0360362826227037
BRD-K03449891	42642645	0.0288080146732923
BRD-K03449891	42642645	-0.0681496092592956
BRD-K03449891	42642645	-0.0599671134595655
BRD-K03449891	42642645	-0.00517052904294008
BRD-K03449891	42642645	0.0120073039932194
BRD-K03449891	42642645	-0.021039113758331
BRD-K37687095	16666708	-0.0335712774075775
BRD-K03449891	42642645	-0.0251611446881891
BRD-K03449891	42642645	0.012212787353908
BRD-K03449891	42642645	0.0160171809007441
BRD-K04801023	52914932	-0.00905766429759203
BRD-K04801023	52914932	0.0065052182309574
BRD-K04801023	52914932	0.0134152112512839
BRD-K04801023	52914932	0.0357466018310118
BRD-K04801023	52914932	-0.00740987964685168
BRD-K04801023	52914932	0.00579001093197889
BRD-K04801023	52914932	0.0345161323377155
BRD-K37687095	16666708	-0.0276582338570025
BRD-K04801023	52914932	0.0227949593677624
BRD-K04801023	52914932	-0.00400766114753204
BRD-K04801023	52914932	-0.0365728414097248
BRD-K04801023	52914932	-0.00915432307379196
BRD-K04801023	52914932	0.0301553321858724
BRD-K04801023	52914932	-0.00688636629526303
BRD-K04801023	52914932	-0.0446297986499399
BRD-K04801023	52914932	0.0124330321721641
BRD-K04801023	52914932	-0.000882248424411797
BRD-K04801023	52914932	0.0190653034231515
BRD-K37687095	16666708	0.040993769890082
BRD-K04801023	52914932	-0.0449150797855998
BRD-K04801023	52914932	-0.0394806484716529
BRD-K04801023	52914932	-0.0125648372279264
BRD-K04801023	52914932	0.02926073131071
BRD-K04801023	52914932	-0.0479369379339906
BRD-K04801023	52914932	-0.0100108579474799
BRD-K04801023	52914932	0.0331982692142983
BRD-K04833372	25124816	0.0279726409022447
BRD-K04833372	25124816	0.00736040414116639
BRD-K04833372	25124816	0.016718168204013
BRD-K37687095	16666708	0.00910534242565508
BRD-K04833372	25124816	0.0284469043036968
BRD-K04833372	25124816	-0.0166014742915797
BRD-K04833372	25124816	-0.0295359038883789
BRD-K04833372	25124816	0.0612907455358704
BRD-K04833372	25124816	0.0575975439122226
BRD-K04833372	25124816	-0.0349557640422459
BRD-K04833372	25124816	0.00996180957067555
BRD-K04833372	25124816	0.0241552615910309
BRD-K04833372	25124816	0.0138390088727155
BRD-K04833372	25124816	0.0132390440081693
BRD-A39996500	5311380	0.0195171556453389
BRD-K37687095	16666708	-0.00492296395813812
BRD-K04833372	25124816	0.0117001359925122
BRD-K04833372	25124816	0.039769019202305
BRD-K04833372	25124816	-0.00612313522476929
BRD-K04833372	25124816	0.0277942786354315
BRD-K04833372	25124816	0.0267182080070898
BRD-K04833372	25124816	0.0302102989945513
BRD-K04833372	25124816	0.0300737899626576
BRD-K04833372	25124816	0.000478417565102637
BRD-K04833372	25124816	-0.00459324500495744
BRD-K04833372	25124816	-0.00212389288053305
BRD-K37687095	16666708	-0.0129467503017242
BRD-K04833372	25124816	-0.00225559874922004
BRD-K04853698	25195294	0.0105544974163615
BRD-K04853698	25195294	0.00454846069293255
BRD-K04853698	25195294	-0.0118467629762918
BRD-K04853698	25195294	0.00242392376970387
BRD-K04853698	25195294	0.0362984392725476
BRD-K04853698	25195294	0.0157081069402696
BRD-K04853698	25195294	-0.00765098403669134
BRD-K04853698	25195294	0.0302303568243522
BRD-K04853698	25195294	0.0156024876423201
BRD-K37687095	16666708	0.0537697977744108
BRD-K04853698	25195294	0.0103305458959557
BRD-K04853698	25195294	-0.0245303803687598
BRD-K04853698	25195294	0.0127242203209568
BRD-K04853698	25195294	0.0195420130861964
BRD-K04853698	25195294	-0.0242159362717523
BRD-K04853698	25195294	-0.0169346283108419
BRD-K04853698	25195294	0.000954916831010071
BRD-K04853698	25195294	-0.0480650522477842
BRD-K04853698	25195294	-0.0418348007250343
BRD-K04853698	25195294	-0.0311935782689768
BRD-K37687095	16666708	-0.0314588770292764
BRD-K04853698	25195294	-0.0340087601529031
BRD-K04853698	25195294	0.0136554834843594
BRD-K04853698	25195294	-0.0399282057768008
BRD-K04853698	25195294	-0.0286270526079334
BRD-K04853698	25195294	0.016445349233346
BRD-K04887706	10196499	0.0131868445376575
BRD-K04887706	10196499	-0.018473450376861
BRD-K04887706	10196499	0.000131176060792434
BRD-K04887706	10196499	0.0258233094555072
BRD-K04887706	10196499	0.0121885123489861
BRD-K37687095	16666708	-0.032039782182845
BRD-K04887706	10196499	-0.033820627200842
BRD-K04887706	10196499	0.0145670123201835
BRD-K04887706	10196499	-0.0080401328093989
BRD-K04887706	10196499	-0.0222503419928551
BRD-K04887706	10196499	0.0230372661312734
BRD-K04887706	10196499	0.0271291885232317
BRD-K04887706	10196499	0.00419411111781135
BRD-K04887706	10196499	0.00946166197678419
BRD-K04887706	10196499	0.0294227033300717
BRD-K04887706	10196499	0.0180452771445325
BRD-K37687095	16666708	-0.0601686641386019
BRD-K04887706	10196499	-0.0123158382117117
BRD-K04887706	10196499	-0.026782413928292
BRD-K04887706	10196499	-0.0110139884903121
BRD-K04887706	10196499	0.0161541553031548
BRD-K04887706	10196499	-0.00674755936165015
BRD-K04887706	10196499	0.0124753067740919
BRD-K04887706	10196499	-0.0571627353586041
BRD-K04887706	10196499	0.0285461217710341
BRD-K04887706	10196499	-0.0276690503104422
BRD-K05104363	6918454	-0.00831345189825458
BRD-K37687095	16666708	0.0219400020766685
BRD-K05104363	6918454	-0.0500204956043981
BRD-K05104363	6918454	0.0288184345263539
BRD-K05104363	6918454	0.0470037831185339
BRD-K05104363	6918454	0.00952629181396027
BRD-K05104363	6918454	-0.00635112011213391
BRD-K05104363	6918454	-0.00495078036699455
BRD-K05104363	6918454	0.0354447558896375
BRD-K05104363	6918454	-0.0370664744938063
BRD-K05104363	6918454	-0.019407109015004
BRD-K05104363	6918454	0.0326881180594189
BRD-K37687095	16666708	-0.011696985665749
BRD-K05104363	6918454	0.0539941639662716
BRD-K05104363	6918454	-0.0281216208383965
BRD-K05104363	6918454	-0.0327324817861243
BRD-K05104363	6918454	0.0108342537646173
BRD-K05104363	6918454	0.0377987188249856
BRD-K05104363	6918454	-0.0541230590685403
BRD-K05104363	6918454	-0.0169525594141174
BRD-K05104363	6918454	-0.00760206767727415
BRD-K05104363	6918454	0.0546923691422141
BRD-K05104363	6918454	-0.0150761216273303
BRD-K37687095	16666708	-0.0267962109847363
BRD-K05104363	6918454	-0.0390807795422658
BRD-K05104363	6918454	0.0121180093670109
BRD-K05104363	6918454	0.0558706041514049
BRD-K06569345	25226117	0.00539621882311774
BRD-K06569345	25226117	0.0477170893099587
BRD-K06569345	25226117	0.00498767964819915
BRD-K06569345	25226117	0.0218020793295453
BRD-K06569345	25226117	0.010566325392644
BRD-K06569345	25226117	0.00821344495285456
BRD-K06569345	25226117	0.0250730054560284
BRD-K37687095	16666708	0.00688952102935855
BRD-K06569345	25226117	0.041596500467331
BRD-K06569345	25226117	0.02343486805731
BRD-K06569345	25226117	-0.0239300061868348
BRD-K06569345	25226117	0.00276778328677
BRD-K06569345	25226117	0.0207191694728321
BRD-K06569345	25226117	-0.00634040215203435
BRD-K06569345	25226117	0.0231060759579687
BRD-K06569345	25226117	0.0272524450757165
BRD-K06569345	25226117	0.0259348421578871
BRD-K06569345	25226117	-0.00532755389362822
BRD-A39996500	5311380	-0.0144275273310003
BRD-K37687095	16666708	0.0404189684991142
BRD-K06569345	25226117	-0.000756588098843437
BRD-K06569345	25226117	0.00560559729528518
BRD-K06569345	25226117	0.0349069913844847
BRD-K06569345	25226117	-0.0429140572937593
BRD-K06569345	25226117	-0.0195169645726136
BRD-K06569345	25226117	0.0437529450852592
BRD-K06569345	25226117	0.04906953321194
BRD-K07667918	11640390	0.00213284336449764
BRD-K07667918	11640390	-0.0227849999456651
BRD-K07667918	11640390	-0.0217983520856244
BRD-K37687095	16666708	-0.00391291835053422
BRD-K07667918	11640390	0.019652601778638
BRD-K07667918	11640390	0.00963039135140497
BRD-K07667918	11640390	0.0234389725252013
BRD-K07667918	11640390	0.0323334341849057
BRD-K07667918	11640390	0.0314099822341497
BRD-K07667918	11640390	0.00676757704292385
BRD-K07667918	11640390	0.0111567787787491
BRD-K07667918	11640390	0.046964700081498
BRD-K07667918	11640390	0.0167553847582914
BRD-K07667918	11640390	0.0259345653497132
BRD-K37687095	16666708	0.0146850520964317
BRD-K07667918	11640390	0.0113665398256473
BRD-K07667918	11640390	0.0443886050868563
BRD-K07667918	11640390	-0.0279100639204396
BRD-K07667918	11640390	-0.0197216976697518
BRD-K07667918	11640390	0.0350088561236306
BRD-K07667918	11640390	0.0256737378040959
BRD-K07667918	11640390	0.0294765480127074
BRD-K07667918	11640390	0.0192380230075172
BRD-K07667918	11640390	-0.0235679742422237
BRD-K07667918	11640390	0.0436977714647332
BRD-K37687095	16666708	0.00331412202463379
BRD-K07667918	11640390	0.00827955934180904
BRD-K07691486	160355	0.00758952215501989
BRD-K07691486	160355	-0.0424557314287496
BRD-K07691486	160355	0.0292434777439482
BRD-K07691486	160355	0.0273116264153845
BRD-K07691486	160355	0.0469836295177279
BRD-K07691486	160355	-0.0493009144235715
BRD-K07691486	160355	0.0446533811473918
BRD-K07691486	160355	0.00648487149708864
BRD-K07691486	160355	0.0241741686178601
BRD-K37687095	16666708	0.00598143224867426
BRD-K07691486	160355	-0.0262691258446221
BRD-K07691486	160355	-0.01748379724385
BRD-K07691486	160355	-0.00912415327231771
BRD-K07691486	160355	0.0530867905597723
BRD-K07691486	160355	-0.0404344089543751
BRD-K07691486	160355	0.0139209516926358
BRD-K07691486	160355	0.00637467821010925
BRD-K07691486	160355	0.0191385250793209
BRD-K07691486	160355	-0.0296156817009978
BRD-K07691486	160355	-0.0122670227035184
BRD-K37687095	16666708	0.0200966227978386
BRD-K07691486	160355	0.0391078612570654
BRD-K07691486	160355	0.0304289017323722
BRD-K07691486	160355	-0.0169670592374388
BRD-K07691486	160355	-0.0200556572472737
BRD-K07691486	160355	0.0202333635948002
BRD-K08799216	6445562	0.0249213883300489
BRD-K08799216	6445562	-0.0177790472133627
BRD-K08799216	6445562	0.0535453574320451
BRD-K08799216	6445562	0.0509966535910417
BRD-K08799216	6445562	0.012378039532373
BRD-K40175214	49836027	0.0279811075311716
BRD-K08799216	6445562	0.000424961507794145
BRD-K08799216	6445562	0.0321694630737182
